tag,arm,task,n_ops,seed,position,window_k,natural_window,pr,null_mean,z,ratio,cos_consecutive
trained_count_ones_n4_ns128_seed0,trained,count_ones,4,0,last,30,102,15.037901693521034,29.83418867242773,-1211.1671306852186,0.504049292529239,0.43033787492337516
trained_count_ones_n4_ns128_seed0,trained,count_ones,4,0,last,41,102,11.043142300090976,40.68604824341104,-1585.0147482916834,0.27142332020115456,0.4696574805064072
trained_track_n4_ns128_seed1,trained,track,4,1,last,10,106,8.701117807300749,9.981593613500841,-291.04652906662756,0.8717162954352144,0.11532118033420256
trained_track_n4_ns128_seed1,trained,track,4,1,last,15,106,11.534696654375868,14.959828476839263,-814.2032022474699,0.7710447129947935,0.23456653441942235
trained_track_n4_ns128_seed1,trained,track,4,1,last,20,106,11.797078508323594,19.928054526044242,-972.3053308368304,0.5919834519172874,0.3017793149508006
trained_track_n4_ns128_seed1,trained,track,4,1,last,30,106,9.465787652043536,29.83418867242773,-1667.2789501631744,0.3172798749775174,0.3791191552642462
trained_track_n4_ns128_seed1,trained,track,4,1,last,41,106,9.329966980004906,40.68604824341104,-1676.6187278049558,0.22931612635827472,0.4401106291393083
trained_local_n4_ns128_seed1,trained,local,4,1,last,10,105,7.716208820426365,9.981593613500841,-514.9120177297724,0.7730437762953627,0.21711542712612678
trained_local_n4_ns128_seed1,trained,local,4,1,last,15,105,10.90327404999883,14.959828476839263,-964.3014563010818,0.7288368357216948,0.2751777037074051
trained_local_n4_ns128_seed1,trained,local,4,1,last,20,105,12.110237136678762,19.928054526044242,-934.8576980946253,0.6076979125509583,0.3723413954878824
trained_local_n4_ns128_seed1,trained,local,4,1,last,30,105,10.061522946026836,29.83418867242773,-1618.5143507950847,0.33724808328123,0.5224653154382753
trained_local_n4_ns128_seed1,trained,local,4,1,last,41,105,7.955331751406795,40.68604824341104,-1750.1208707802568,0.19552972320665557,0.6254783699194242
trained_count_ones_n4_ns128_seed1,trained,count_ones,4,1,last,10,87,7.7464385473292525,9.981593613500841,-508.04093352254563,0.776072323446591,0.24241340188315272
trained_count_ones_n4_ns128_seed1,trained,count_ones,4,1,last,15,87,10.596858614279991,14.959828476839263,-1037.1408218823165,0.7083542856581544,0.32350040502164795
trained_count_ones_n4_ns128_seed1,trained,count_ones,4,1,last,20,87,11.815378616371946,19.928054526044242,-970.1169966723311,0.5929017607278357,0.3750227098429545
trained_count_ones_n4_ns128_seed1,trained,count_ones,4,1,last,30,87,13.963732896378433,29.83418867242773,-1299.094456085265,0.46804466679811163,0.4665495141854606
trained_count_ones_n4_ns128_seed1,trained,count_ones,4,1,last,41,87,14.309857919072648,40.68604824341104,-1410.342519986498,0.3517141265099414,0.5521508160990216
trained_track_n8_ns128_seed0,trained,track,8,0,last,10,107,8.52525841075909,9.981593613500841,-331.0185978237029,0.8540979267306624,0.008661498528177287
trained_track_n8_ns128_seed0,trained,track,8,0,last,15,107,10.790198141004323,14.959828476839263,-991.1812296857322,0.721278198992031,0.1421788646708404
trained_track_n8_ns128_seed0,trained,track,8,0,last,20,107,11.996695317773288,19.928054526044242,-948.4350737447445,0.602000325826821,0.2392402029017241
trained_track_n8_ns128_seed0,trained,track,8,0,last,30,107,12.442748275787375,29.83418867242773,-1423.5964058895488,0.41706340374815554,0.37880641543915244
trained_track_n8_ns128_seed0,trained,track,8,0,last,41,107,7.187731132926273,40.68604824341104,-1791.1646977051814,0.17666328983155302,0.5252139897344984
trained_local_n8_ns128_seed0,trained,local,8,0,last,10,92,8.24177368487331,9.981593613500841,-395.45343143239626,0.8256971786274392,0.10348029994881008
trained_local_n8_ns128_seed0,trained,local,8,0,last,15,92,10.583634979120507,14.959828476839263,-1040.2842705582452,0.7074703426918324,0.16416670844846665
trained_local_n8_ns128_seed0,trained,local,8,0,last,20,92,10.535102655830393,19.928054526044242,-1123.2129028297022,0.5286568561954669,0.27566597255891273
trained_local_n8_ns128_seed0,trained,local,8,0,last,30,92,10.33517579110691,29.83418867242773,-1596.1141816410277,0.346420541365635,0.4509535999482588
trained_local_n8_ns128_seed0,trained,local,8,0,last,41,92,8.849064284021617,40.68604824341104,-1702.332733951459,0.21749628351912237,0.5695053923929054
trained_count_ones_n8_ns128_seed0,trained,count_ones,8,0,last,10,106,8.597561513323354,9.981593613500841,-314.58442004370573,0.8613415699167033,0.1395201635684059
trained_count_ones_n8_ns128_seed0,trained,count_ones,8,0,last,15,106,10.953709593086954,14.959828476839263,-952.3122007576538,0.7322082342083959,0.28318146501969166
trained_count_ones_n8_ns128_seed0,trained,count_ones,8,0,last,20,106,12.761633847096592,19.928054526044242,-856.9634216081994,0.6403853336720974,0.37587624010332055
trained_count_ones_n8_ns128_seed0,trained,count_ones,8,0,last,30,106,13.71092295236291,29.83418867242773,-1319.7885055409479,0.4595708334121491,0.4696373638309801
trained_count_ones_n8_ns128_seed0,trained,count_ones,8,0,last,41,106,12.6823774427871,40.68604824341104,-1497.3643714339155,0.3117131790955138,0.5160479551774928
trained_track_n8_ns128_seed1,trained,track,8,1,last,10,80,8.117186036149283,9.981593613500841,-423.77165700926764,0.8132154393833656,0.06000401160453708
trained_track_n8_ns128_seed1,trained,track,8,1,last,15,80,10.922861525012204,14.959828476839263,-959.645231166844,0.7301461739299302,0.1492376906119275
trained_track_n8_ns128_seed1,trained,track,8,1,last,20,80,12.987834886226642,19.928054526044242,-829.9142118075988,0.6517362178657563,0.23343754281174545
trained_track_n8_ns128_seed1,trained,track,8,1,last,30,80,11.29795161935752,29.83418867242773,-1517.3050561450355,0.37869143161244745,0.3614312138049531
trained_track_n8_ns128_seed1,trained,track,8,1,last,41,80,10.089862843341628,40.68604824341104,-1635.9868763644272,0.24799318879477675,0.43557290089949097
trained_local_n8_ns128_seed1,trained,local,8,1,last,10,110,8.526814775928614,9.981593613500841,-330.66484285359195,0.8542538502464645,0.12104140965781814
trained_local_n8_ns128_seed1,trained,local,8,1,last,15,110,11.821025501150276,14.959828476839263,-746.1387083758506,0.790184561236884,0.1826124261122794
trained_local_n8_ns128_seed1,trained,local,8,1,last,20,110,13.84915050714346,19.928054526044242,-726.9177489075371,0.6949574776124693,0.2740900445440629
trained_local_n8_ns128_seed1,trained,local,8,1,last,30,110,10.92349947192757,29.83418867242773,-1547.9562684139096,0.36614032283113135,0.45189733280776134
trained_local_n8_ns128_seed1,trained,local,8,1,last,41,110,8.106741102649542,40.68604824341104,-1742.0249690084163,0.19925113036659686,0.5796737688398033
trained_count_ones_n8_ns128_seed1,trained,count_ones,8,1,last,10,94,8.103558942205154,9.981593613500841,-426.8690356356341,0.8118502171080672,0.20578097014135596
trained_count_ones_n8_ns128_seed1,trained,count_ones,8,1,last,15,94,10.991242991082547,14.959828476839263,-943.389971067451,0.7347171799529078,0.3016159694003829
trained_count_ones_n8_ns128_seed1,trained,count_ones,8,1,last,20,94,12.434428007686812,19.928054526044242,-896.0908254088878,0.6239659767809291,0.3772591017681243
trained_count_ones_n8_ns128_seed1,trained,count_ones,8,1,last,30,94,12.471533857564438,29.83418867242773,-1421.2401289035904,0.4180282559213828,0.47264191161391106
trained_count_ones_n8_ns128_seed1,trained,count_ones,8,1,last,41,94,12.74484071677336,40.68604824341104,-1494.0244421205034,0.3132484295482627,0.5413619759338866
trained_track_n16_ns128_seed0,trained,track,16,0,last,10,91,8.742227269276695,9.981593613500841,-281.7025288426781,0.875834822352634,-0.002333678716298323
trained_track_n16_ns128_seed0,trained,track,16,0,last,15,91,10.735411560074384,14.959828476839263,-1004.2047896377296,0.7176159523951026,0.13160315088788327
trained_track_n16_ns128_seed0,trained,track,16,0,last,20,91,12.524250660046976,19.928054526044242,-885.3497970834626,0.6284733235589487,0.24098368267624914
trained_track_n16_ns128_seed0,trained,track,16,0,last,30,91,12.970965579606519,29.83418867242773,-1380.3585694541682,0.43476850408183126,0.4001909325261382
trained_track_n16_ns128_seed0,trained,track,16,0,last,41,91,6.358061355106512,40.68604824341104,-1835.527380519433,0.15627129273082396,0.5504258779334138
trained_local_n16_ns128_seed0,trained,local,16,0,last,10,107,8.413796493961403,9.981593613500841,-356.3534021597176,0.8429311811073056,0.15350823383133502
trained_local_n16_ns128_seed0,trained,local,16,0,last,15,107,11.444633538035516,14.959828476839263,-835.6125031239427,0.7650243821815234,0.22746260727455989
trained_local_n16_ns128_seed0,trained,local,16,0,last,20,107,12.642126089253342,19.928054526044242,-871.254206598108,0.6343883730712989,0.30211504013524415
trained_local_n16_ns128_seed0,trained,local,16,0,last,30,107,12.305957479000327,29.83418867242773,-1434.7935742794898,0.41247836883103484,0.46105444186768413
trained_local_n16_ns128_seed0,trained,local,16,0,last,41,107,8.847829206367724,40.68604824341104,-1702.3987739105792,0.21746592722483435,0.5455796286388972
trained_count_ones_n16_ns128_seed0,trained,count_ones,16,0,last,10,105,7.484893588824084,9.981593613500841,-567.4889543279534,0.7498695978466018,0.2723797623761394
trained_count_ones_n16_ns128_seed0,trained,count_ones,16,0,last,15,105,10.409046860119222,14.959828476839263,-1081.7863828661368,0.695799880074458,0.3510937753895545
trained_count_ones_n16_ns128_seed0,trained,count_ones,16,0,last,20,105,12.004643367575774,19.928054526044242,-947.4846428031366,0.6023991630435748,0.43302689236778596
trained_count_ones_n16_ns128_seed0,trained,count_ones,16,0,last,30,105,14.402367953401725,29.83418867242773,-1263.189477749132,0.4827470963442743,0.5057761615868996
trained_count_ones_n16_ns128_seed0,trained,count_ones,16,0,last,41,105,12.0024493871378,40.68604824341104,-1533.7203210848058,0.29500160141705467,0.5305649508578621
trained_track_n16_ns128_seed1,trained,track,16,1,last,10,88,8.589877864307583,9.981593613500841,-316.33087973140783,0.8605717881250085,0.028615403885148574
trained_track_n16_ns128_seed1,trained,track,16,1,last,15,88,11.672645216166014,14.959828476839263,-781.4108407919655,0.7802659792682483,0.14612622859278313
trained_track_n16_ns128_seed1,trained,track,16,1,last,20,88,13.737384040389909,19.928054526044242,-740.282827244558,0.6893489789701417,0.24526881012279325
trained_track_n16_ns128_seed1,trained,track,16,1,last,30,88,14.045799232469909,29.83418867242773,-1292.3768215225223,0.4707954148406525,0.3737807958148482
trained_track_n16_ns128_seed1,trained,track,16,1,last,41,88,14.34866021738243,40.68604824341104,-1408.26774988109,0.3526678268564985,0.4511718158554519
trained_local_n16_ns128_seed1,trained,local,16,1,last,10,95,8.460736085315682,9.981593613500841,-345.6842391241342,0.8476337960575667,0.11072232687672903
trained_local_n16_ns128_seed1,trained,local,16,1,last,15,95,11.900232456304098,14.959828476839263,-727.310073488411,0.79547920450612,0.19949378258004355
trained_local_n16_ns128_seed1,trained,local,16,1,last,20,95,13.73000782690284,19.928054526044242,-741.1648777732075,0.6889788367930703,0.2907428657514145
trained_local_n16_ns128_seed1,trained,local,16,1,last,30,95,11.906830599927448,29.83418867242773,-1467.4645651568085,0.39910019778521905,0.4505559711940451
trained_local_n16_ns128_seed1,trained,local,16,1,last,41,95,9.959164396988156,40.68604824341104,-1642.9753600658958,0.24478082357386496,0.5668676694439678
trained_count_ones_n16_ns128_seed1,trained,count_ones,16,1,last,10,107,7.622014333323676,9.981593613500841,-536.3220111054417,0.7636069578122615,0.23763940622604687
trained_count_ones_n16_ns128_seed1,trained,count_ones,16,1,last,15,107,10.151551096774122,14.959828476839263,-1142.9968372217156,0.678587399079522,0.3188946582497348
trained_count_ones_n16_ns128_seed1,trained,count_ones,16,1,last,20,107,10.794666598517626,19.928054526044242,-1092.1741438150655,0.5416819080061193,0.43858163297309377
trained_count_ones_n16_ns128_seed1,trained,count_ones,16,1,last,30,107,12.86356045317135,29.83418867242773,-1389.1503399159612,0.43116843546208594,0.55073271292744
trained_count_ones_n16_ns128_seed1,trained,count_ones,16,1,last,41,107,14.699783116213876,40.68604824341104,-1389.493106997733,0.3612978834481536,0.5851487511318152
trained_track_n32_ns128_seed0,trained,track,32,0,last,10,64,8.815725243140403,9.981593613500841,-264.99676206217,0.8831981730068117,0.031516403411540876
trained_track_n32_ns128_seed0,trained,track,32,0,last,15,64,11.035554004650036,14.959828476839263,-932.8566044668241,0.7376791800611371,0.16276203883348686
trained_track_n32_ns128_seed0,trained,track,32,0,last,20,64,12.35954672218955,19.928054526044242,-905.0451591703237,0.6202083954576044,0.2860042492373812
trained_track_n32_ns128_seed0,trained,track,32,0,last,30,64,13.527179487504943,29.83418867242773,-1334.829038711968,0.45341201116712593,0.4413471875095111
trained_track_n32_ns128_seed0,trained,track,32,0,last,41,64,8.218479951348824,40.68604824341104,-1736.05026047329,0.2019974980656859,0.5402453270384189
trained_local_n32_ns128_seed0,trained,local,32,0,last,10,68,8.595631713062586,9.981593613500841,-315.02305517056163,0.8611482340291193,0.10953728454107323
trained_local_n32_ns128_seed0,trained,local,32,0,last,15,68,11.828130753212195,14.959828476839263,-744.4496875493677,0.7906595166866018,0.20238446388966233
trained_local_n32_ns128_seed0,trained,local,32,0,last,20,68,13.534609577691572,19.928054526044242,-764.5306777620701,0.6791736524005898,0.28127472910928225
trained_local_n32_ns128_seed0,trained,local,32,0,last,30,68,10.636395797494192,29.83418867242773,-1571.4574707134038,0.35651701188456236,0.4452916550809448
trained_local_n32_ns128_seed0,trained,local,32,0,last,41,68,10.167126064206156,40.68604824341104,-1631.8555896138987,0.24989219900098522,0.5128992771403301
trained_count_ones_n32_ns128_seed0,trained,count_ones,32,0,last,10,108,8.322516400118891,9.981593613500841,-377.1009667424315,0.8337863393739126,0.18119079877185562
trained_count_ones_n32_ns128_seed0,trained,count_ones,32,0,last,15,108,10.955507107699042,14.959828476839263,-951.8849056259306,0.7323283903060992,0.2838955747340876
trained_count_ones_n32_ns128_seed0,trained,count_ones,32,0,last,20,108,11.816672128135938,19.928054526044242,-969.9623180235578,0.5929666698117757,0.4000198065164695
trained_count_ones_n32_ns128_seed0,trained,count_ones,32,0,last,30,108,13.019170523324663,29.83418867242773,-1376.4126982061196,0.43638426592631857,0.5167797255332631
trained_count_ones_n32_ns128_seed0,trained,count_ones,32,0,last,41,108,13.122512927645069,40.68604824341104,-1473.8301998489735,0.3225310270768362,0.5532835026092353
trained_track_n32_ns128_seed1,trained,track,32,1,last,10,105,9.048917293441932,9.981593613500841,-211.9932328134613,0.9065603794170305,0.003844836849710138
trained_track_n32_ns128_seed1,trained,track,32,1,last,15,105,12.011482324546234,14.959828476839263,-700.8643763101895,0.8029157782886586,0.13405274748628213
trained_track_n32_ns128_seed1,trained,track,32,1,last,20,105,13.557879118851965,19.928054526044242,-761.7480968188885,0.6803413299142167,0.2574699144238239
trained_track_n32_ns128_seed1,trained,track,32,1,last,30,105,14.043271015947841,29.83418867242773,-1292.5837716009542,0.47071067258237204,0.3981224870517226
trained_track_n32_ns128_seed1,trained,track,32,1,last,41,105,11.066590716168088,40.68604824341104,-1583.7609547068926,0.27199964592187403,0.5154563449583355
trained_local_n32_ns128_seed1,trained,local,32,1,last,10,107,8.876027084476837,9.981593613500841,-251.29041827003033,0.8892394769980773,0.04663851419158421
trained_local_n32_ns128_seed1,trained,local,32,1,last,15,107,12.420813565175125,14.959828476839263,-603.5604405275735,0.8302778059524527,0.14056900346643966
trained_local_n32_ns128_seed1,trained,local,32,1,last,20,107,13.838540868847913,19.928054526044242,-728.1864536547321,0.6944250805196331,0.21552541637895517
trained_local_n32_ns128_seed1,trained,local,32,1,last,30,107,13.95108635136533,29.83418867242773,-1300.1296536087002,0.46762077241465916,0.3731673499126118
trained_local_n32_ns128_seed1,trained,local,32,1,last,41,107,11.623536758083642,40.68604824341104,-1553.980888875062,0.28568851633227943,0.4946565483501256
trained_count_ones_n32_ns128_seed1,trained,count_ones,32,1,last,10,108,8.378938456294163,9.981593613500841,-364.27648108397375,0.8394389494039339,0.1005923272484029
trained_count_ones_n32_ns128_seed1,trained,count_ones,32,1,last,15,108,10.132105866198286,14.959828476839263,-1147.6192488029144,0.6772875692983221,0.25218295846894245
trained_count_ones_n32_ns128_seed1,trained,count_ones,32,1,last,20,108,10.42935629340286,19.928054526044242,-1135.8580947083665,0.5233504494767712,0.39916608314976854
trained_count_ones_n32_ns128_seed1,trained,count_ones,32,1,last,30,108,11.625837750007147,29.83418867242773,-1490.4655588700418,0.38968171307274585,0.5519159169891014
trained_count_ones_n32_ns128_seed1,trained,count_ones,32,1,last,41,108,13.097546663712421,40.68604824341104,-1475.165153197294,0.32191739500858313,0.5725608392342666
untrained_track_n4_ns128_seed0,untrained,track,4,0,last,10,43,7.855283938741494,9.981593613500841,-483.30085391929134,0.7869769340355275,-0.3870099504344784
untrained_track_n4_ns128_seed0,untrained,track,4,0,last,15,43,11.686710854334475,14.959828476839263,-778.0672358646145,0.7812062065034894,-0.3823681738618435
untrained_track_n4_ns128_seed0,untrained,track,4,0,last,20,43,15.466429910007774,19.928054526044242,-533.522837714773,0.776113387776739,-0.3791711897474926
untrained_track_n4_ns128_seed0,untrained,track,4,0,last,30,43,22.41359231609587,29.83418867242773,-607.4214706489657,0.7512720577788041,-0.3866066105937909
untrained_track_n4_ns128_seed0,untrained,track,4,0,last,41,43,29.16395228151212,40.68604824341104,-616.0898012415438,0.7168047411986029,-0.39619570675602167
untrained_local_n4_ns128_seed0,untrained,local,4,0,last,10,43,7.974039966013807,9.981593613500841,-456.3081302957828,0.7988744357642782,-0.3705379386660513
untrained_local_n4_ns128_seed0,untrained,local,4,0,last,15,43,11.686040362927349,14.959828476839263,-778.2266213361987,0.7811613870452875,-0.3788116259535787
untrained_local_n4_ns128_seed0,untrained,local,4,0,last,20,43,15.372182971392705,19.928054526044242,-544.7929239419086,0.7713840280446138,-0.385456926544295
untrained_local_n4_ns128_seed0,untrained,local,4,0,last,30,43,21.96876075145186,29.83418867242773,-643.833671260927,0.736361930021413,-0.4020672083911552
untrained_local_n4_ns128_seed0,untrained,local,4,0,last,41,43,28.759026725279597,40.68604824341104,-637.7412877663794,0.7068522986853859,-0.4063034467865615
untrained_count_ones_n4_ns128_seed0,untrained,count_ones,4,0,last,10,43,8.255059777342177,9.981593613500841,-392.4335609442554,0.8270282378734194,-0.3384947117643748
untrained_count_ones_n4_ns128_seed0,untrained,count_ones,4,0,last,15,43,12.311968521074673,14.959828476839263,-629.4344763454467,0.8230019842898604,-0.33410903982710327
untrained_count_ones_n4_ns128_seed0,untrained,count_ones,4,0,last,20,43,16.20631156306048,19.928054526044242,-445.0474967614025,0.8132410287155846,-0.33127989399098917
untrained_count_ones_n4_ns128_seed0,untrained,count_ones,4,0,last,30,43,23.560731862871865,29.83418867242773,-513.5210404028577,0.7897225603003011,-0.3240011122131915
untrained_count_ones_n4_ns128_seed0,untrained,count_ones,4,0,last,41,43,30.10062891732963,40.68604824341104,-566.0054308026345,0.7398268010018476,-0.32767985627775087
untrained_track_n4_ns128_seed1,untrained,track,4,1,last,10,43,8.154433729392444,9.981593613500841,-415.3054198639275,0.8169470773046672,-0.348378789059779
untrained_track_n4_ns128_seed1,untrained,track,4,1,last,15,43,12.077817766554967,14.959828476839263,-685.0954856205558,0.8073500164292517,-0.35007352250159274
untrained_track_n4_ns128_seed1,untrained,track,4,1,last,20,43,15.8712399123922,19.928054526044242,-485.11549738605504,0.7964269613799914,-0.3554956850441418
untrained_track_n4_ns128_seed1,untrained,track,4,1,last,30,43,23.155731136257756,29.83418867242773,-546.672841843173,0.77614750615484,-0.353724783062182
untrained_track_n4_ns128_seed1,untrained,track,4,1,last,41,43,30.523031661676573,40.68604824341104,-543.4194339779992,0.7502088057082239,-0.34636174419562604
untrained_local_n4_ns128_seed1,untrained,local,4,1,last,10,43,7.852203808583161,9.981593613500841,-484.00095398156174,0.7866683530335753,-0.37880716815078697
untrained_local_n4_ns128_seed1,untrained,local,4,1,last,15,43,11.310095957920351,14.959828476839263,-867.5940250712088,0.7560311253187555,-0.3932947810987402
untrained_local_n4_ns128_seed1,untrained,local,4,1,last,20,43,14.50871544281049,19.928054526044242,-648.046712812429,0.728054784467237,-0.40624632233660146
untrained_local_n4_ns128_seed1,untrained,local,4,1,last,30,43,20.308346322816117,29.83418867242773,-779.7488087644094,0.6807071761125102,-0.41925325304489813
untrained_local_n4_ns128_seed1,untrained,local,4,1,last,41,43,26.319891877595232,40.68604824341104,-768.1625330398414,0.646902144935092,-0.4199159414113357
untrained_count_ones_n4_ns128_seed1,untrained,count_ones,4,1,last,10,43,8.097242135743237,9.981593613500841,-428.3048180117046,0.8112173716220143,-0.3577535855532496
untrained_count_ones_n4_ns128_seed1,untrained,count_ones,4,1,last,15,43,12.080790063309292,14.959828476839263,-684.388927840931,0.8075487016453908,-0.3543979670772705
untrained_count_ones_n4_ns128_seed1,untrained,count_ones,4,1,last,20,43,15.870310724221536,19.928054526044242,-485.22661007532116,0.7963803342408771,-0.36164467226218716
untrained_count_ones_n4_ns128_seed1,untrained,count_ones,4,1,last,30,43,23.112605454027882,29.83418867242773,-550.2029442857427,0.7747019940042202,-0.364620168867566
untrained_count_ones_n4_ns128_seed1,untrained,count_ones,4,1,last,41,43,30.145321614893312,40.68604824341104,-563.6156993466556,0.7409252782315924,-0.37610023268396847
untrained_track_n8_ns128_seed0,untrained,track,8,0,last,10,43,7.972026181646336,9.981593613500841,-456.7658546413762,0.7986726859790788,-0.3683358121113063
untrained_track_n8_ns128_seed0,untrained,track,8,0,last,15,43,11.636790904329544,14.959828476839263,-789.93392750068,0.7778692731902355,-0.37666455607109495
untrained_track_n8_ns128_seed0,untrained,track,8,0,last,20,43,15.097683039334024,19.928054526044242,-577.6177344779778,0.7576094806245466,-0.38968544185102333
untrained_track_n8_ns128_seed0,untrained,track,8,0,last,30,43,21.25565855061193,29.83418867242773,-702.2054741130795,0.7124597482436673,-0.40839499331078233
untrained_track_n8_ns128_seed0,untrained,track,8,0,last,41,43,26.93246343170078,40.68604824341104,-735.4081549941205,0.6619582042122363,-0.4188349920568716
untrained_local_n8_ns128_seed0,untrained,local,8,0,last,10,43,7.810184807346074,9.981593613500841,-493.5516884864114,0.7824587044680144,-0.3771072772185436
untrained_local_n8_ns128_seed0,untrained,local,8,0,last,15,43,11.43354949546325,14.959828476839263,-838.247339802928,0.7642834617498869,-0.3821497999142172
untrained_local_n8_ns128_seed0,untrained,local,8,0,last,20,43,14.792294595017749,19.928054526044242,-614.1362055369934,0.7422849318123603,-0.3895574858614319
untrained_local_n8_ns128_seed0,untrained,local,8,0,last,30,43,20.013178115523925,29.83418867242773,-803.910142699418,0.670813553378771,-0.4071474647874538
untrained_local_n8_ns128_seed0,untrained,local,8,0,last,41,43,24.19137560313681,40.68604824341104,-881.9749134267828,0.594586514237212,-0.42055671037566145
untrained_count_ones_n8_ns128_seed0,untrained,count_ones,8,0,last,10,43,8.074394109188939,9.981593613500841,-433.4980741376321,0.8089283557154365,-0.35809400582252526
untrained_count_ones_n8_ns128_seed0,untrained,count_ones,8,0,last,15,43,12.004448282261032,14.959828476839263,-702.5364695463664,0.8024455829053296,-0.35219824171107456
untrained_count_ones_n8_ns128_seed0,untrained,count_ones,8,0,last,20,43,15.795947193019229,19.928054526044242,-494.119030573214,0.7926487340937016,-0.35250809995922683
untrained_count_ones_n8_ns128_seed0,untrained,count_ones,8,0,last,30,43,22.740280235841087,29.83418867242773,-580.6800543090824,0.7622221768965779,-0.36093278645825166
untrained_count_ones_n8_ns128_seed0,untrained,count_ones,8,0,last,41,43,29.511612771956578,40.68604824341104,-597.5002943353574,0.7253496971590472,-0.36521247192932765
untrained_track_n8_ns128_seed1,untrained,track,8,1,last,10,43,7.621298532815284,9.981593613500841,-536.4847094184149,0.7635352457654573,-0.408212127268586
untrained_track_n8_ns128_seed1,untrained,track,8,1,last,15,43,11.29628236250479,14.959828476839263,-870.8777158033838,0.7551077460542841,-0.40692832186728467
untrained_track_n8_ns128_seed1,untrained,track,8,1,last,20,43,15.073319366745352,19.928054526044242,-580.5311520904639,0.7563868990345158,-0.3997816203452603
untrained_track_n8_ns128_seed1,untrained,track,8,1,last,30,43,22.371470364071744,29.83418867242773,-610.869411598249,0.7498601892515043,-0.3907131758101111
untrained_track_n8_ns128_seed1,untrained,track,8,1,last,41,43,29.171931374030347,40.68604824341104,-615.6631568584475,0.7170008549246274,-0.40542940649158493
untrained_local_n8_ns128_seed1,untrained,local,8,1,last,10,43,8.001361629431777,9.981593613500841,-450.0980361513845,0.8016116403105558,-0.36815031300529116
untrained_local_n8_ns128_seed1,untrained,local,8,1,last,15,43,11.762464571749337,14.959828476839263,-760.0594853608775,0.7862700157264457,-0.3765959471528835
untrained_local_n8_ns128_seed1,untrained,local,8,1,last,20,43,15.457301782639744,19.928054526044242,-534.6143827988011,0.7756553336623195,-0.38240639197344434
untrained_local_n8_ns128_seed1,untrained,local,8,1,last,30,43,22.72690267774909,29.83418867242773,-581.775089750944,0.7617737799839325,-0.38421986177895034
untrained_local_n8_ns128_seed1,untrained,local,8,1,last,41,43,30.043992446947403,40.68604824341104,-569.0337992432543,0.7384347643497897,-0.37855509026730727
untrained_count_ones_n8_ns128_seed1,untrained,count_ones,8,1,last,10,43,7.838988844804455,9.981593613500841,-487.0046572307057,0.7853444197729754,-0.38823258396609345
untrained_count_ones_n8_ns128_seed1,untrained,count_ones,8,1,last,15,43,11.499586131686955,14.959828476839263,-822.5494795552246,0.7686977260127388,-0.39286712751911296
untrained_count_ones_n8_ns128_seed1,untrained,count_ones,8,1,last,20,43,15.14073394353671,19.928054526044242,-572.4696903117683,0.7597697970842603,-0.39338912366478884
untrained_count_ones_n8_ns128_seed1,untrained,count_ones,8,1,last,30,43,21.786026803329083,29.83418867242773,-658.791569275622,0.7302369453560296,-0.4016826190092143
untrained_count_ones_n8_ns128_seed1,untrained,count_ones,8,1,last,41,43,27.560754720033064,40.68604824341104,-701.8132382159204,0.6774006301901397,-0.4121973536059397
untrained_track_n16_ns128_seed0,untrained,track,16,0,last,10,43,8.271289837597369,9.981593613500841,-388.7445395032072,0.8286542367753621,-0.338796139308452
untrained_track_n16_ns128_seed0,untrained,track,16,0,last,15,43,12.417373237912704,14.959828476839263,-604.378255904918,0.8300478349158363,-0.3269308820863323
untrained_track_n16_ns128_seed0,untrained,track,16,0,last,20,43,16.53921014225938,19.928054526044242,-405.2393528832668,0.8299460502099721,-0.3207961771967824
untrained_track_n16_ns128_seed0,untrained,track,16,0,last,30,43,24.375137796131447,29.83418867242773,-446.85690373092143,0.8170203005606971,-0.3212317365244455
untrained_track_n16_ns128_seed0,untrained,track,16,0,last,41,43,32.10313327715534,40.68604824341104,-458.9309439115342,0.7890452541641059,-0.3244833215464156
untrained_local_n16_ns128_seed0,untrained,local,16,0,last,10,43,8.157497875335338,9.981593613500841,-414.608952943651,0.8172540569375335,-0.3484997468178512
untrained_local_n16_ns128_seed0,untrained,local,16,0,last,15,43,11.965330295562648,14.959828476839263,-711.8353788106504,0.7998307142416317,-0.3557579744142768
untrained_local_n16_ns128_seed0,untrained,local,16,0,last,20,43,15.722986786440316,19.928054526044242,-502.843664873216,0.7889875434599867,-0.3571690977515893
untrained_local_n16_ns128_seed0,untrained,local,16,0,last,30,43,22.765226173637767,29.83418867242773,-578.638075808224,0.7630583296095134,-0.35591868070693744
untrained_local_n16_ns128_seed0,untrained,local,16,0,last,41,43,29.85412602535256,40.68604824341104,-579.1860116818264,0.7337681420113671,-0.35310016443399894
untrained_count_ones_n16_ns128_seed0,untrained,count_ones,16,0,last,10,43,8.052083240545782,9.981593613500841,-438.56923662864557,0.8066931546536563,-0.36110845169399214
untrained_count_ones_n16_ns128_seed0,untrained,count_ones,16,0,last,15,43,11.940247432843115,14.959828476839263,-717.7979368102689,0.7981540330712315,-0.36125643781817246
untrained_count_ones_n16_ns128_seed0,untrained,count_ones,16,0,last,20,43,15.70754113522381,19.928054526044242,-504.69066195982964,0.7882124727577101,-0.3617934606243967
