file,family,num_steps,n_ops,floor_frac,window_lo,window_hi,n_steps,ambient,pr,null_mean,null_sd,z,ratio,cos_consecutive
projection_n4_ns128_init1.npy,projection,128,4,2.0,0,20,20,5280,14.883305627011822,19.928054526044242,0.008362574759024093,-603.2530703045265,0.7468519120900954,-0.002914679709481354
projection_n4_ns128_init2.npy,projection,128,4,2.0,0,20,20,5280,14.217976059891571,19.928054526044242,0.008362574759024093,-682.8134433107339,0.7134653330715202,0.0928935671833323
projection_n4_ns128_init3.npy,projection,128,4,2.0,0,19,19,5280,14.264052544566338,18.9365873453091,0.006515418516142088,-717.1503701821238,0.7532535976235325,0.10219072742889289
projection_n4_ns128_init4.npy,projection,128,4,2.0,0,19,19,5280,15.101591249469282,18.9365873453091,0.006515418516142088,-588.6031858641979,0.797482195397271,-0.002270954100094711
projection_n4_ns64_init0.npy,projection,64,4,2.0,0,22,22,5280,13.825503557448572,21.914697148349525,0.008992158692392978,-899.5830553729107,0.6308781482973778,0.27651994194084756
projection_n4_ns64_init1.npy,projection,64,4,2.0,0,20,20,5280,14.044035252468518,19.928054526044242,0.008362574759024093,-703.6133539166573,0.7047368941164919,0.26000446830477286
projection_n4_ns64_init2.npy,projection,64,4,2.0,0,21,21,5280,11.796229526006018,20.919456212671992,0.0069405654821520675,-1314.4788720928727,0.5638879618132919,0.3234988902088341
projection_n4_ns64_init3.npy,projection,64,4,2.0,0,21,21,5280,13.176775314375856,20.919456212671992,0.0069405654821520675,-1115.5691734638538,0.6298813497070734,0.2756813347724091
projection_n4_ns64_init4.npy,projection,64,4,2.0,0,19,19,5280,14.369950171532988,18.9365873453091,0.006515418516142088,-700.8969818995006,0.7588458210287112,0.24361491955232786
projection_n64_ns128_init0.npy,projection,128,64,2.0,0,24,24,5280,15.495365221390509,23.89758097448345,0.007304702135578562,-1150.2475524866081,0.6484072692518806,0.24480204124426455
projection_n64_ns128_init1.npy,projection,128,64,2.0,0,22,22,5280,17.01432812030735,21.914697148349525,0.008992158692392978,-544.9602476641898,0.7763889231564746,0.2080386534274236
projection_n64_ns128_init2.npy,projection,128,64,2.0,0,21,21,5280,14.951226876333395,20.919456212671992,0.0069405654821520675,-859.9053422500125,0.7147043749290513,0.2734532397947166
projection_n64_ns128_init3.npy,projection,128,64,2.0,0,24,24,5280,16.158459987137906,23.89758097448345,0.007304702135578562,-1059.4711247226749,0.6761546285538708,0.17059520936019237
projection_n64_ns128_init4.npy,projection,128,64,2.0,0,24,24,5280,15.199632147399122,23.89758097448345,0.007304702135578562,-1190.732854762108,0.63603224793457,0.1531433969642896
projection_n8_ns128_init0.npy,projection,128,8,2.0,0,19,19,5280,12.961041987034934,18.9365873453091,0.006515418516142088,-917.1391436282452,0.6844444434834027,-0.09545869261487377
projection_n8_ns128_init1.npy,projection,128,8,2.0,0,29,29,5280,8.358923418556586,28.84703764432682,0.011883737525528154,-1724.046343312322,0.28976713386029385,-0.32832637816554433
projection_n8_ns128_init2.npy,projection,128,8,2.0,0,22,22,5280,16.232421534511193,21.914697148349525,0.008992158692392978,-631.9145166605344,0.7407093707308529,-0.01441342989753566
projection_n8_ns128_init3.npy,projection,128,8,2.0,0,25,25,5280,11.399854740338846,24.88561808193411,0.010100851373965387,-1335.1115507307013,0.45809007848652356,-0.10693111797972936
projection_n8_ns128_init4.npy,projection,128,8,2.0,0,23,23,5280,9.422166642910224,22.904989265816475,0.009138584098839546,-1475.3732610086013,0.41135870152848814,-0.21226741926233839
projection_n8_ns64_init0.npy,projection,64,8,2.0,0,22,22,5280,11.013907913003234,21.914697148349525,0.008992158692392978,-1212.2549888457754,0.5025808861717594,0.2700522644190338
projection_n8_ns64_init1.npy,projection,64,8,2.0,0,22,22,5280,13.943914713763352,21.914697148349525,0.008992158692392978,-886.4147872889688,0.6362814242593136,0.2381715115614271
projection_n8_ns64_init2.npy,projection,64,8,2.0,0,21,21,5280,14.429960046226595,20.919456212671992,0.0069405654821520675,-935.0097168787453,0.6897865747335069,0.19998185992725173
projection_n8_ns64_init3.npy,projection,64,8,2.0,0,24,24,5280,11.367404970651892,23.89758097448345,0.007304702135578562,-1715.3575561694163,0.4756717838006029,0.3049657241652443
projection_n8_ns64_init4.npy,projection,64,8,2.0,0,22,22,5280,11.714989125832128,21.914697148349525,0.008992158692392978,-1134.2891480714147,0.5345722574457036,0.2400853312563857
