tag,block,family,item,gold,correct,best_rank,best_depth,n_tokens,h0_seed,state_sha,natural_window,log_rank,window_k,window,pr,cos_consecutive,contraction,settle
add1_i08,main,add1,8,7,False,2,5,18,,40331ccedc16a498,50,0.3010299956639812,10.0,10,7.731962685857072,0.1639419897643696,0.8502700440404072,10.0
add1_i08,main,add1,8,7,False,2,5,18,,40331ccedc16a498,50,0.3010299956639812,20.0,20,12.580256962536275,0.3786096809322261,0.8469036742963931,20.0
add1_i08,main,add1,8,7,False,2,5,18,,40331ccedc16a498,50,0.3010299956639812,30.0,30,11.670529314756598,0.5298512718217234,0.8498992131024664,29.0
add1_i08,main,add1,8,7,False,2,5,18,,40331ccedc16a498,50,0.3010299956639812,40.0,40,9.848068209821063,0.6183700276209435,0.8483218024821728,29.0
add1_i08,main,add1,8,7,False,2,5,18,,40331ccedc16a498,50,0.3010299956639812,,50,7.902611735989397,0.6772176742353853,0.8470568782067796,29.0
add1_i09,main,add1,9,7,True,1,5,18,,7dad2b0d90502b9a,49,0.0,10.0,10,7.847488565656434,0.18374144034004328,0.8423113130789138,10.0
add1_i09,main,add1,9,7,True,1,5,18,,7dad2b0d90502b9a,49,0.0,20.0,20,11.823665272928864,0.426999365560719,0.8458314885234165,20.0
add1_i09,main,add1,9,7,True,1,5,18,,7dad2b0d90502b9a,49,0.0,30.0,30,11.643560160402684,0.56162056334517,0.8471778337470278,28.0
add1_i09,main,add1,9,7,True,1,5,18,,7dad2b0d90502b9a,49,0.0,40.0,40,10.016143612071343,0.6427419114986791,0.8461361193180451,28.0
add1_i09,main,add1,9,7,True,1,5,18,,7dad2b0d90502b9a,49,0.0,,49,8.436837977967343,0.693242303814225,0.8440977005120754,28.0
add1_i10,main,add1,10,8,False,3,8,18,,f0141ef27e16fa1c,49,0.47712125471966244,10.0,10,7.622492723472287,0.2114415094048064,0.8477315434399854,10.0
add1_i10,main,add1,10,8,False,3,8,18,,f0141ef27e16fa1c,49,0.47712125471966244,20.0,20,11.699029482244418,0.4467156093129744,0.8545312300233607,20.0
add1_i10,main,add1,10,8,False,3,8,18,,f0141ef27e16fa1c,49,0.47712125471966244,30.0,30,12.118320017600226,0.5702824347572666,0.8572918184891177,29.0
add1_i10,main,add1,10,8,False,3,8,18,,f0141ef27e16fa1c,49,0.47712125471966244,40.0,40,12.464510694407037,0.6372444226185892,0.8527868233574448,29.0
add1_i10,main,add1,10,8,False,3,8,18,,f0141ef27e16fa1c,49,0.47712125471966244,,49,11.219617402753826,0.6847624460269556,0.8503711693136549,29.0
add1_i11,main,add1,11,2,True,1,5,18,,699d4094434f47ba,49,0.0,10.0,10,7.645711388096569,0.1464133776159929,0.8660181982433652,10.0
add1_i11,main,add1,11,2,True,1,5,18,,699d4094434f47ba,49,0.0,20.0,20,12.066258323900769,0.3357140122074108,0.8375603492881435,20.0
add1_i11,main,add1,11,2,True,1,5,18,,699d4094434f47ba,49,0.0,30.0,30,13.687418124823969,0.4623933214426535,0.8315195816345419,26.0
add1_i11,main,add1,11,2,True,1,5,18,,699d4094434f47ba,49,0.0,40.0,40,13.573936306551008,0.5425448800546147,0.8314816565700817,26.0
add1_i11,main,add1,11,2,True,1,5,18,,699d4094434f47ba,49,0.0,,49,11.743383233700508,0.6006438339192101,0.8355678139201137,26.0
add1_i12,main,add1,12,1,True,1,2,18,,03fed7f5bca4748c,49,0.0,10.0,10,8.025111420637458,0.14089876047636776,0.8225439131604004,10.0
add1_i12,main,add1,12,1,True,1,2,18,,03fed7f5bca4748c,49,0.0,20.0,20,11.511935379421015,0.435162847317475,0.8333810631356641,20.0
add1_i12,main,add1,12,1,True,1,2,18,,03fed7f5bca4748c,49,0.0,30.0,30,12.80112022051935,0.5575930136489073,0.8368229795642816,26.0
add1_i12,main,add1,12,1,True,1,2,18,,03fed7f5bca4748c,49,0.0,40.0,40,13.21047725701229,0.6253805139578288,0.8369020512715372,26.0
add1_i12,main,add1,12,1,True,1,2,18,,03fed7f5bca4748c,49,0.0,,49,12.287729739770297,0.6558344010124946,0.8392782491777966,26.0
add1_i13,main,add1,13,2,True,1,5,18,,1ce03cf516012015,49,0.0,10.0,10,7.577104802851938,0.11827065426545204,0.8573016211921288,10.0
add1_i13,main,add1,13,2,True,1,5,18,,1ce03cf516012015,49,0.0,20.0,20,11.874674894832918,0.26521451646439304,0.84668558850045,20.0
add1_i13,main,add1,13,2,True,1,5,18,,1ce03cf516012015,49,0.0,30.0,30,13.69250924107032,0.3966786834040768,0.8384028351372206,27.0
add1_i13,main,add1,13,2,True,1,5,18,,1ce03cf516012015,49,0.0,40.0,40,13.559380052108613,0.48930568821806375,0.8366325551870295,27.0
add1_i13,main,add1,13,2,True,1,5,18,,1ce03cf516012015,49,0.0,,49,12.120494198858731,0.5539362742709796,0.8382298246155251,27.0
add1_i14,main,add1,14,5,True,1,5,18,,6271ccf1fd288cf5,50,0.0,10.0,10,8.135988841553996,0.19000015737026402,0.8485884000238072,10.0
add1_i14,main,add1,14,5,True,1,5,18,,6271ccf1fd288cf5,50,0.0,20.0,20,12.000621430421353,0.43573588440227107,0.8461440029350938,20.0
add1_i14,main,add1,14,5,True,1,5,18,,6271ccf1fd288cf5,50,0.0,30.0,30,12.53241210301164,0.5586812478175441,0.8531877974420928,29.0
add1_i14,main,add1,14,5,True,1,5,18,,6271ccf1fd288cf5,50,0.0,40.0,40,12.857525207774136,0.627271327419627,0.8506325862388797,29.0
add1_i14,main,add1,14,5,True,1,5,18,,6271ccf1fd288cf5,50,0.0,,50,11.957036712330634,0.6704073117768516,0.8448256530586683,29.0
add1_i15,main,add1,15,3,True,1,4,18,,2232b617055a70f5,50,0.0,10.0,10,8.102039832607451,0.15263999123413577,0.8401184498743197,10.0
add1_i15,main,add1,15,3,True,1,4,18,,2232b617055a70f5,50,0.0,20.0,20,12.419061934168642,0.40565779028032484,0.8450227003790369,20.0
add1_i15,main,add1,15,3,True,1,4,18,,2232b617055a70f5,50,0.0,30.0,30,15.364094914331737,0.5076178849794335,0.8420505267509031,27.0
add1_i15,main,add1,15,3,True,1,4,18,,2232b617055a70f5,50,0.0,40.0,40,17.63611300709507,0.5610846890207762,0.841816830231471,27.0
add1_i15,main,add1,15,3,True,1,4,18,,2232b617055a70f5,50,0.0,,50,17.191231712515414,0.5881282083130184,0.8414012792195618,27.0
add1_i16,main,add1,16,3,False,2,4,18,,5b4b1531d2f019e9,50,0.3010299956639812,10.0,10,8.215245066664341,0.1316756509629505,0.8590183333807241,10.0
add1_i16,main,add1,16,3,False,2,4,18,,5b4b1531d2f019e9,50,0.3010299956639812,20.0,20,12.21494542131717,0.3977161969748931,0.8508564052966514,20.0
add1_i16,main,add1,16,3,False,2,4,18,,5b4b1531d2f019e9,50,0.3010299956639812,30.0,30,14.768182668670782,0.5047294336593987,0.8480553436951225,29.0
add1_i16,main,add1,16,3,False,2,4,18,,5b4b1531d2f019e9,50,0.3010299956639812,40.0,40,16.943704669098516,0.5507985681541141,0.8479395368539377,29.0
add1_i16,main,add1,16,3,False,2,4,18,,5b4b1531d2f019e9,50,0.3010299956639812,,50,16.571935906526207,0.5757085447747032,0.8476613456503026,29.0
add1_i17,main,add1,17,4,True,1,4,18,,17a928129e965731,50,0.0,10.0,10,7.691453417632947,0.23860367870082955,0.8490551514158489,10.0
add1_i17,main,add1,17,4,True,1,4,18,,17a928129e965731,50,0.0,20.0,20,11.843818866083156,0.445030727421803,0.853777219074077,20.0
add1_i17,main,add1,17,4,True,1,4,18,,17a928129e965731,50,0.0,30.0,30,13.671036608925832,0.5482153373382332,0.8526353559037716,28.0
add1_i17,main,add1,17,4,True,1,4,18,,17a928129e965731,50,0.0,40.0,40,17.07884805479761,0.590665844073233,0.8463172829713764,28.0
add1_i17,main,add1,17,4,True,1,4,18,,17a928129e965731,50,0.0,,50,18.57929714150886,0.6114403244817829,0.8409195814398366,28.0
add1_i18,main,add1,18,9,True,1,5,18,,fb9ac82a927ce3d8,49,0.0,10.0,10,7.686789978334078,0.23986967884836558,0.8481428899409512,10.0
add1_i18,main,add1,18,9,True,1,5,18,,fb9ac82a927ce3d8,49,0.0,20.0,20,11.413457941862449,0.46758928842367126,0.8601484876377873,20.0
add1_i18,main,add1,18,9,True,1,5,18,,fb9ac82a927ce3d8,49,0.0,30.0,30,12.586597552917413,0.5701263519549835,0.8559941624782791,29.0
add1_i18,main,add1,18,9,True,1,5,18,,fb9ac82a927ce3d8,49,0.0,40.0,40,12.529807010408692,0.6294505011345248,0.852836855216937,29.0
add1_i18,main,add1,18,9,True,1,5,18,,fb9ac82a927ce3d8,49,0.0,,49,11.518002980364002,0.6698373523748441,0.8513967914987377,29.0
add1_i19,main,add1,19,8,False,2,5,18,,566cca8c97145cd7,49,0.3010299956639812,10.0,10,7.8655405582381865,0.15771265997046782,0.8580793165803924,10.0
add1_i19,main,add1,19,8,False,2,5,18,,566cca8c97145cd7,49,0.3010299956639812,20.0,20,11.292248663887703,0.43732963354151416,0.8557260628908173,20.0
add1_i19,main,add1,19,8,False,2,5,18,,566cca8c97145cd7,49,0.3010299956639812,30.0,30,11.936954087776636,0.5673156894454576,0.8557633901852152,30.0
add1_i19,main,add1,19,8,False,2,5,18,,566cca8c97145cd7,49,0.3010299956639812,40.0,40,12.98250414106499,0.633365795630222,0.8510862464294595,30.0
add1_i19,main,add1,19,8,False,2,5,18,,566cca8c97145cd7,49,0.3010299956639812,,49,12.318696081891824,0.6806213831263687,0.8483423852745257,30.0
add1_i20,main,add1,20,7,False,2,5,18,,b39cc2c9cf8f4f38,49,0.3010299956639812,10.0,10,7.730467805008838,0.22683744094218306,0.8585472441505183,10.0
add1_i20,main,add1,20,7,False,2,5,18,,b39cc2c9cf8f4f38,49,0.3010299956639812,20.0,20,11.836114416945978,0.4400053543209104,0.8488378815044748,20.0
add1_i20,main,add1,20,7,False,2,5,18,,b39cc2c9cf8f4f38,49,0.3010299956639812,30.0,30,12.981656816768206,0.5630156113119019,0.846653816335616,28.0
add1_i20,main,add1,20,7,False,2,5,18,,b39cc2c9cf8f4f38,49,0.3010299956639812,40.0,40,13.182888642412035,0.6356545436904568,0.8432704379444222,28.0
add1_i20,main,add1,20,7,False,2,5,18,,b39cc2c9cf8f4f38,49,0.3010299956639812,,49,12.393633442728824,0.6820929160814453,0.8407358466890698,28.0
add1_i21,main,add1,21,2,True,1,5,18,,e1c0ba5d6050af74,49,0.0,10.0,10,7.755925556078167,0.1796567825782703,0.8594540883025784,10.0
add1_i21,main,add1,21,2,True,1,5,18,,e1c0ba5d6050af74,49,0.0,20.0,20,12.044674964720432,0.38848548157214674,0.8411419441631321,20.0
add1_i21,main,add1,21,2,True,1,5,18,,e1c0ba5d6050af74,49,0.0,30.0,30,13.67224050161329,0.5036670341205511,0.8365383653862211,27.0
add1_i21,main,add1,21,2,True,1,5,18,,e1c0ba5d6050af74,49,0.0,40.0,40,13.05028481429354,0.5817366855580445,0.837991452102566,27.0
add1_i21,main,add1,21,2,True,1,5,18,,e1c0ba5d6050af74,49,0.0,,49,10.091121234985387,0.6376781933085848,0.8417097840755582,27.0
add1_i22,main,add1,22,6,True,1,5,18,,d1dce18d79c73508,50,0.0,10.0,10,7.638852294551746,0.25042485004721854,0.8375191528631687,10.0
add1_i22,main,add1,22,6,True,1,5,18,,d1dce18d79c73508,50,0.0,20.0,20,10.445745646829279,0.4947758956930889,0.8570444546558776,20.0
add1_i22,main,add1,22,6,True,1,5,18,,d1dce18d79c73508,50,0.0,30.0,30,12.115040395703392,0.5932029828356775,0.8541413142969813,29.0
add1_i22,main,add1,22,6,True,1,5,18,,d1dce18d79c73508,50,0.0,40.0,40,11.016609737559698,0.6581258372887095,0.8503866159443514,29.0
add1_i22,main,add1,22,6,True,1,5,18,,d1dce18d79c73508,50,0.0,,50,11.261236938004135,0.6930988669100495,0.8442734748128592,29.0
add1_i23,main,add1,23,1,True,1,2,18,,f9cf5c5e4f758eae,49,0.0,10.0,10,7.745081321007498,0.13754648300973746,0.8186063258084924,10.0
add1_i23,main,add1,23,1,True,1,2,18,,f9cf5c5e4f758eae,49,0.0,20.0,20,11.241492300428913,0.43040878461677845,0.829640603517655,20.0
add1_i23,main,add1,23,1,True,1,2,18,,f9cf5c5e4f758eae,49,0.0,30.0,30,13.583174593671973,0.5462726221814989,0.8327654779170999,26.0
add1_i23,main,add1,23,1,True,1,2,18,,f9cf5c5e4f758eae,49,0.0,40.0,40,13.876574431124649,0.6158762944387783,0.8336322590057665,26.0
add1_i23,main,add1,23,1,True,1,2,18,,f9cf5c5e4f758eae,49,0.0,,49,13.314621771768756,0.6505070989637696,0.8350627048548854,26.0
sub1_i00,main,sub1,0,3,True,1,5,18,,86aea1efc90da485,50,0.0,10.0,10,7.186095787973847,0.2918234108537535,0.8451007422534157,10.0
sub1_i00,main,sub1,0,3,True,1,5,18,,86aea1efc90da485,50,0.0,20.0,20,10.48532411918373,0.5141714309714821,0.8695249509887278,20.0
sub1_i00,main,sub1,0,3,True,1,5,18,,86aea1efc90da485,50,0.0,30.0,30,13.095700889434456,0.6133091313927225,0.8540146670456554,28.0
sub1_i00,main,sub1,0,3,True,1,5,18,,86aea1efc90da485,50,0.0,40.0,40,13.884276316861335,0.6669530933614054,0.8441267170338114,28.0
sub1_i00,main,sub1,0,3,True,1,5,18,,86aea1efc90da485,50,0.0,,50,14.051926234655223,0.7013298748349797,0.8396084976114444,28.0
sub1_i01,main,sub1,1,8,False,4,9,18,,87240361c7fd1a82,49,0.6020599913279624,10.0,10,7.3258041971241115,0.26968506596744973,0.8290979075620459,10.0
sub1_i01,main,sub1,1,8,False,4,9,18,,87240361c7fd1a82,49,0.6020599913279624,20.0,20,10.878334980049685,0.49457134262860475,0.8481699990693086,20.0
sub1_i01,main,sub1,1,8,False,4,9,18,,87240361c7fd1a82,49,0.6020599913279624,30.0,30,12.629767768309637,0.5876833762211267,0.8426958969205106,27.0
sub1_i01,main,sub1,1,8,False,4,9,18,,87240361c7fd1a82,49,0.6020599913279624,40.0,40,12.791972035480756,0.6508526651515449,0.8406976270798283,27.0
sub1_i01,main,sub1,1,8,False,4,9,18,,87240361c7fd1a82,49,0.6020599913279624,,49,9.33545304388722,0.7058194257601782,0.8443517209521995,27.0
sub1_i02,main,sub1,2,3,True,1,5,18,,610cfa30cf085ed3,50,0.0,10.0,10,7.4761634030266775,0.24022310093223545,0.838864663412538,10.0
sub1_i02,main,sub1,2,3,True,1,5,18,,610cfa30cf085ed3,50,0.0,20.0,20,10.30673548806786,0.5078388921996733,0.8666689620934525,20.0
sub1_i02,main,sub1,2,3,True,1,5,18,,610cfa30cf085ed3,50,0.0,30.0,30,12.881123250805079,0.6068836430608022,0.85473700687146,29.0
sub1_i02,main,sub1,2,3,True,1,5,18,,610cfa30cf085ed3,50,0.0,40.0,40,14.204782752557207,0.6625566823844374,0.8468796893644901,29.0
sub1_i02,main,sub1,2,3,True,1,5,18,,610cfa30cf085ed3,50,0.0,,50,14.293880047310225,0.7004038825309015,0.8423634041699268,29.0
sub1_i03,main,sub1,3,2,True,1,2,18,,eafc3e08c22f4584,50,0.0,10.0,10,7.6254370822042254,0.21621734579595145,0.8399407174880131,10.0
sub1_i03,main,sub1,3,2,True,1,2,18,,eafc3e08c22f4584,50,0.0,20.0,20,10.996645078110896,0.43890036624278245,0.8553983971376814,20.0
sub1_i03,main,sub1,3,2,True,1,2,18,,eafc3e08c22f4584,50,0.0,30.0,30,14.598479631623421,0.5464909549387983,0.8428798547668555,27.0
sub1_i03,main,sub1,3,2,True,1,2,18,,eafc3e08c22f4584,50,0.0,40.0,40,17.036505429088777,0.6063199036171477,0.8368964138173081,27.0
sub1_i03,main,sub1,3,2,True,1,2,18,,eafc3e08c22f4584,50,0.0,,50,17.24520186909663,0.6512005650252337,0.8341968269766035,27.0
sub1_i04,main,sub1,4,2,True,1,2,18,,28c342054aad1b5a,50,0.0,10.0,10,7.32774902637946,0.22716146466894557,0.8350711568276312,10.0
sub1_i04,main,sub1,4,2,True,1,2,18,,28c342054aad1b5a,50,0.0,20.0,20,10.827564176083033,0.4537793747079142,0.8580622324815335,20.0
sub1_i04,main,sub1,4,2,True,1,2,18,,28c342054aad1b5a,50,0.0,30.0,30,14.560502236842815,0.5517966904209143,0.8441043674477109,27.0
sub1_i04,main,sub1,4,2,True,1,2,18,,28c342054aad1b5a,50,0.0,40.0,40,16.522422878200405,0.6090327398806245,0.8393009940215675,27.0
sub1_i04,main,sub1,4,2,True,1,2,18,,28c342054aad1b5a,50,0.0,,50,17.243391602702932,0.6514807602302998,0.8377861775215842,27.0
sub1_i05,main,sub1,5,1,True,1,2,18,,03464fb3527648a7,50,0.0,10.0,10,7.101081225018018,0.26165428254222933,0.8393095569458006,10.0
sub1_i05,main,sub1,5,1,True,1,2,18,,03464fb3527648a7,50,0.0,20.0,20,10.50976873101056,0.48753318400776147,0.8633342165096904,20.0
sub1_i05,main,sub1,5,1,True,1,2,18,,03464fb3527648a7,50,0.0,30.0,30,13.190052039198742,0.5941370033938851,0.8542082053974126,28.0
sub1_i05,main,sub1,5,1,True,1,2,18,,03464fb3527648a7,50,0.0,40.0,40,14.982483692446776,0.647889946619297,0.8470999766801748,28.0
sub1_i05,main,sub1,5,1,True,1,2,18,,03464fb3527648a7,50,0.0,,50,15.124623121784603,0.677685301231204,0.844942306996604,28.0
sub1_i06,main,sub1,6,7,False,4,6,18,,23243a18912b1546,50,0.6020599913279624,10.0,10,7.575026668982701,0.26508554408440715,0.8271156391637147,10.0
sub1_i06,main,sub1,6,7,False,4,6,18,,23243a18912b1546,50,0.6020599913279624,20.0,20,11.434642116350508,0.46821748310687844,0.867121000640843,20.0
sub1_i06,main,sub1,6,7,False,4,6,18,,23243a18912b1546,50,0.6020599913279624,30.0,30,14.799060110890249,0.5560103531083984,0.8564695919829833,28.0
sub1_i06,main,sub1,6,7,False,4,6,18,,23243a18912b1546,50,0.6020599913279624,40.0,40,16.772799526670394,0.6117953983059778,0.8448520324583215,28.0
sub1_i06,main,sub1,6,7,False,4,6,18,,23243a18912b1546,50,0.6020599913279624,,50,14.078630043447227,0.6714747567715995,0.8432959237423201,28.0
sub1_i07,main,sub1,7,0,True,1,8,18,,e506272d0169d3af,48,0.0,10.0,10,7.700757146741934,0.20772778770847947,0.8089125160118592,10.0
sub1_i07,main,sub1,7,0,True,1,8,18,,e506272d0169d3af,48,0.0,20.0,20,10.208467890001401,0.4726246959394085,0.8597008602055566,20.0
sub1_i07,main,sub1,7,0,True,1,8,18,,e506272d0169d3af,48,0.0,30.0,30,9.141419000540102,0.6154136387496764,0.8757086130657454,30.0
sub1_i07,main,sub1,7,0,True,1,8,18,,e506272d0169d3af,48,0.0,40.0,40,6.012240958510331,0.706393909889262,0.8839150140961989,35.0
sub1_i07,main,sub1,7,0,True,1,8,18,,e506272d0169d3af,48,0.0,,48,4.435756975435642,0.7553547522660848,0.888071312357466,35.0
sub1_i08,main,sub1,8,1,True,1,3,18,,dcfbac33e832f3ef,50,0.0,10.0,10,7.62002152709812,0.22449255429074044,0.8235277364036553,10.0
sub1_i08,main,sub1,8,1,True,1,3,18,,dcfbac33e832f3ef,50,0.0,20.0,20,10.330968638197623,0.4866849524765054,0.8559039927563825,20.0
sub1_i08,main,sub1,8,1,True,1,3,18,,dcfbac33e832f3ef,50,0.0,30.0,30,12.301534754081043,0.6085639453896038,0.85284019833705,28.0
sub1_i08,main,sub1,8,1,True,1,3,18,,dcfbac33e832f3ef,50,0.0,40.0,40,14.08637255450927,0.6618825027399217,0.8468497311025232,28.0
sub1_i08,main,sub1,8,1,True,1,3,18,,dcfbac33e832f3ef,50,0.0,,50,14.216622704646072,0.6888669142427336,0.8442364863972229,28.0
sub1_i09,main,sub1,9,5,False,3,9,18,,94bac3aed12cb94d,50,0.47712125471966244,10.0,10,7.436922422548924,0.2097213865717509,0.8413816514589701,10.0
sub1_i09,main,sub1,9,5,False,3,9,18,,94bac3aed12cb94d,50,0.47712125471966244,20.0,20,11.041795068223303,0.43340615687264905,0.8569672835266012,20.0
sub1_i09,main,sub1,9,5,False,3,9,18,,94bac3aed12cb94d,50,0.47712125471966244,30.0,30,13.753884239304165,0.5430866133076537,0.8470541276125912,28.0
sub1_i09,main,sub1,9,5,False,3,9,18,,94bac3aed12cb94d,50,0.47712125471966244,40.0,40,14.191077357550109,0.6161463900487478,0.8418613721912919,28.0
sub1_i09,main,sub1,9,5,False,3,9,18,,94bac3aed12cb94d,50,0.47712125471966244,,50,10.521555003166386,0.6813497080952009,0.8419423687249273,28.0
sub1_i10,main,sub1,10,4,True,1,6,18,,fa7878ab0e96cdcd,50,0.0,10.0,10,7.017695216966296,0.2681961860508332,0.8453791742897785,10.0
sub1_i10,main,sub1,10,4,True,1,6,18,,fa7878ab0e96cdcd,50,0.0,20.0,20,10.309702042965599,0.5071461256516702,0.8666878805324022,20.0
sub1_i10,main,sub1,10,4,True,1,6,18,,fa7878ab0e96cdcd,50,0.0,30.0,30,12.996573844182564,0.5838081766210396,0.8587141615777623,29.0
sub1_i10,main,sub1,10,4,True,1,6,18,,fa7878ab0e96cdcd,50,0.0,40.0,40,14.452979824350138,0.6201283617961297,0.8508377294104091,29.0
sub1_i10,main,sub1,10,4,True,1,6,18,,fa7878ab0e96cdcd,50,0.0,,50,15.846825631934184,0.6328699911197257,0.8460980832518158,29.0
sub1_i11,main,sub1,11,5,True,1,6,18,,be419dd13c0bb600,50,0.0,10.0,10,7.396079587927305,0.25032265578778035,0.8495399002563456,10.0
sub1_i11,main,sub1,11,5,True,1,6,18,,be419dd13c0bb600,50,0.0,20.0,20,10.513130688254838,0.47914270681131466,0.8550342187419148,20.0
sub1_i11,main,sub1,11,5,True,1,6,18,,be419dd13c0bb600,50,0.0,30.0,30,12.883691858274748,0.593272163126339,0.8432326891978144,27.0
sub1_i11,main,sub1,11,5,True,1,6,18,,be419dd13c0bb600,50,0.0,40.0,40,14.50953922671995,0.6545466432515895,0.8370524378921681,27.0
sub1_i11,main,sub1,11,5,True,1,6,18,,be419dd13c0bb600,50,0.0,,50,12.513567833908608,0.7092054576261265,0.8367689797999454,27.0
sub1_i12,main,sub1,12,0,True,1,9,18,,cf29e8fb372cf27a,48,0.0,10.0,10,7.540435321854621,0.2192474341744777,0.8108943126308137,10.0
sub1_i12,main,sub1,12,0,True,1,9,18,,cf29e8fb372cf27a,48,0.0,20.0,20,9.90629833146506,0.4938349998990029,0.8634002227294436,20.0
sub1_i12,main,sub1,12,0,True,1,9,18,,cf29e8fb372cf27a,48,0.0,30.0,30,9.48925877943665,0.6301715219545062,0.875801162229847,30.0
sub1_i12,main,sub1,12,0,True,1,9,18,,cf29e8fb372cf27a,48,0.0,40.0,40,6.2474069206149805,0.7171196033663693,0.8825123272149251,35.0
sub1_i12,main,sub1,12,0,True,1,9,18,,cf29e8fb372cf27a,48,0.0,,48,4.550691091647238,0.7640413604926177,0.8861031088281848,35.0
sub1_i13,main,sub1,13,6,False,4,8,18,,c491770ba56732b9,50,0.6020599913279624,10.0,10,6.780918409634057,0.2722976193731938,0.8427480639834356,10.0
sub1_i13,main,sub1,13,6,False,4,8,18,,c491770ba56732b9,50,0.6020599913279624,20.0,20,10.648442006043949,0.48103964494295165,0.864941108115144,20.0
sub1_i13,main,sub1,13,6,False,4,8,18,,c491770ba56732b9,50,0.6020599913279624,30.0,30,13.06555980824757,0.589805562950719,0.8542780703637831,28.0
sub1_i13,main,sub1,13,6,False,4,8,18,,c491770ba56732b9,50,0.6020599913279624,40.0,40,13.16967620016078,0.6596274531830981,0.845725313287,28.0
sub1_i13,main,sub1,13,6,False,4,8,18,,c491770ba56732b9,50,0.6020599913279624,,50,10.813023239169189,0.712812348176203,0.8440464422836953,28.0
sub1_i14,main,sub1,14,4,True,1,5,18,,43811c7c4077515c,50,0.0,10.0,10,6.984850653873514,0.24583660110357203,0.8459832951487791,10.0
sub1_i14,main,sub1,14,4,True,1,5,18,,43811c7c4077515c,50,0.0,20.0,20,10.750104142562673,0.4837569804694695,0.8701676469196363,20.0
sub1_i14,main,sub1,14,4,True,1,5,18,,43811c7c4077515c,50,0.0,30.0,30,14.214800982551361,0.5565582164413267,0.8593579277719975,29.0
sub1_i14,main,sub1,14,4,True,1,5,18,,43811c7c4077515c,50,0.0,40.0,40,15.119747572270146,0.5883808532180583,0.8524446974842311,29.0
sub1_i14,main,sub1,14,4,True,1,5,18,,43811c7c4077515c,50,0.0,,50,15.788509903823183,0.5995943605253263,0.8475882567193181,29.0
sub1_i15,main,sub1,15,5,False,2,9,18,,17728a2d38e71fbf,50,0.3010299956639812,10.0,10,7.030404169265442,0.22600128802622532,0.8505228759193665,10.0
sub1_i15,main,sub1,15,5,False,2,9,18,,17728a2d38e71fbf,50,0.3010299956639812,20.0,20,10.293014862160003,0.4546795864010074,0.8587104270396185,20.0
sub1_i15,main,sub1,15,5,False,2,9,18,,17728a2d38e71fbf,50,0.3010299956639812,30.0,30,12.840838099201463,0.5717353147079429,0.8458667265659638,28.0
sub1_i15,main,sub1,15,5,False,2,9,18,,17728a2d38e71fbf,50,0.3010299956639812,40.0,40,13.929892015142578,0.6388115169084667,0.8398048850801529,28.0
sub1_i15,main,sub1,15,5,False,2,9,18,,17728a2d38e71fbf,50,0.3010299956639812,,50,11.114681418638435,0.6971791173224423,0.8406409826110983,28.0
sub1_i16,main,sub1,16,4,True,1,5,18,,5c5483d62cb2a483,50,0.0,10.0,10,7.2098905459567115,0.2510935872188909,0.8458111120270435,10.0
sub1_i16,main,sub1,16,4,True,1,5,18,,5c5483d62cb2a483,50,0.0,20.0,20,10.695916224044133,0.49347008825747735,0.8704407849521941,20.0
sub1_i16,main,sub1,16,4,True,1,5,18,,5c5483d62cb2a483,50,0.0,30.0,30,14.106965046048423,0.5688228510465644,0.8580796099205765,29.0
sub1_i16,main,sub1,16,4,True,1,5,18,,5c5483d62cb2a483,50,0.0,40.0,40,15.363882141361877,0.6116281206263697,0.8509171684721865,29.0
sub1_i16,main,sub1,16,4,True,1,5,18,,5c5483d62cb2a483,50,0.0,,50,16.722896704819252,0.6302854874819676,0.8461449059738849,29.0
sub1_i17,main,sub1,17,6,False,3,9,18,,023e001554242ede,50,0.47712125471966244,10.0,10,7.069074989815303,0.25415962284644794,0.8508812879386495,10.0
sub1_i17,main,sub1,17,6,False,3,9,18,,023e001554242ede,50,0.47712125471966244,20.0,20,11.022495288614921,0.465867242137538,0.8697219082405113,20.0
sub1_i17,main,sub1,17,6,False,3,9,18,,023e001554242ede,50,0.47712125471966244,30.0,30,13.209275480692027,0.579672679211996,0.8562180754599574,29.0
sub1_i17,main,sub1,17,6,False,3,9,18,,023e001554242ede,50,0.47712125471966244,40.0,40,12.596283637028378,0.6534456528154663,0.8486721253669405,29.0
sub1_i17,main,sub1,17,6,False,3,9,18,,023e001554242ede,50,0.47712125471966244,,50,10.200627742824794,0.7099198608590097,0.8463664739536504,29.0
sub1_i18,main,sub1,18,1,True,1,3,18,,61260d114249d2d9,50,0.0,10.0,10,7.351554041119737,0.2378446115455285,0.84177930117669,10.0
sub1_i18,main,sub1,18,1,True,1,3,18,,61260d114249d2d9,50,0.0,20.0,20,10.841217011586215,0.4687514896873936,0.8575418195068419,20.0
sub1_i18,main,sub1,18,1,True,1,3,18,,61260d114249d2d9,50,0.0,30.0,30,12.722436463313114,0.5826074658984361,0.8492610459151434,28.0
sub1_i18,main,sub1,18,1,True,1,3,18,,61260d114249d2d9,50,0.0,40.0,40,13.986831516428783,0.639005472865705,0.8419538050393386,28.0
sub1_i18,main,sub1,18,1,True,1,3,18,,61260d114249d2d9,50,0.0,,50,14.329329196560204,0.6724461555384282,0.83973500320848,28.0
