arm,family,item,gold,n_gold_tok,rank_best,rank_final,argmin_depth,correct_best,correct_final,logp_gold_final
untrained,count8,2,6,1,1791,10479,1,False,False,-10.661689758300781
untrained,count8,3,5,1,39829,61413,2,False,False,-12.24646282196045
untrained,count8,4,3,1,9679,16663,5,False,False,-10.87098503112793
untrained,count8,5,3,1,12590,16626,5,False,False,-10.869912147521973
untrained,count8,6,2,1,17379,32277,1,False,False,-11.275980949401855
untrained,count8,7,3,1,11626,16640,4,False,False,-10.870397567749023
untrained,count8,8,4,1,5471,5950,6,False,False,-10.451130867004395
untrained,count8,9,6,1,4853,10483,3,False,False,-10.661864280700684
untrained,count8,10,4,1,5321,5951,4,False,False,-10.451064109802246
untrained,count8,11,6,1,1433,10496,1,False,False,-10.662132263183594
untrained,count8,12,0,1,20247,55905,1,False,False,-11.941627502441406
untrained,count8,13,4,1,3353,5948,4,False,False,-10.451119422912598
untrained,count8,14,4,1,5355,5944,7,False,False,-10.450769424438477
untrained,count8,15,7,1,10248,14639,4,False,False,-10.810855865478516
untrained,count16,0,7,1,8332,14672,2,False,False,-10.811708450317383
untrained,count16,1,6,1,2560,10840,2,False,False,-10.675857543945312
untrained,count16,2,9,1,1289,1658,5,False,False,-10.064409255981445
untrained,count16,3,8,1,25637,34467,3,False,False,-11.329706192016602
untrained,count16,4,12,2,43840,64497,1,False,False,-23.972888946533203
untrained,count16,5,11,2,51660,64482,2,False,False,-23.792743682861328
untrained,count16,6,9,1,1085,1654,8,False,False,-10.064153671264648
untrained,count16,7,9,1,705,1654,2,False,False,-10.064043998718262
untrained,count16,8,7,1,11755,14670,4,False,False,-10.811415672302246
untrained,count16,9,9,1,1447,1657,8,False,False,-10.064229011535645
untrained,count16,10,7,1,11149,14688,2,False,False,-10.81243896484375
untrained,count16,11,8,1,3030,34433,1,False,False,-11.32889175415039
untrained,count16,12,6,1,7395,10892,3,False,False,-10.678003311157227
untrained,count16,13,9,1,967,1649,8,False,False,-10.063118934631348
untrained,count16,14,8,1,8790,34435,1,False,False,-11.328999519348145
untrained,count16,15,6,1,980,10886,1,False,False,-10.677705764770508
untrained,count_mod3,0,2,1,4691,32734,1,False,False,-11.286483764648438
untrained,count_mod3,1,1,1,42672,64460,1,False,False,-12.620954513549805
untrained,count_mod3,2,0,1,17266,55885,1,False,False,-11.94028377532959
untrained,count_mod3,3,2,1,14910,32746,1,False,False,-11.286803245544434
untrained,count_mod3,4,2,1,9398,32754,1,False,False,-11.28697681427002
untrained,count_mod3,5,2,1,10100,32721,1,False,False,-11.286160469055176
untrained,count_mod3,6,1,1,49110,64458,1,False,False,-12.620698928833008
untrained,count_mod3,7,1,1,36980,64480,1,False,False,-12.62869644165039
untrained,count_mod3,8,0,1,21425,55785,1,False,False,-11.93632698059082
untrained,count_mod3,9,1,1,51446,64449,1,False,False,-12.619813919067383
untrained,count_mod3,10,1,1,62689,64460,2,False,False,-12.62126350402832
untrained,count_mod3,11,1,1,42208,64453,1,False,False,-12.62042236328125
untrained,count_mod3,12,2,1,3173,32739,1,False,False,-11.286484718322754
untrained,count_mod3,13,2,1,20863,32709,2,False,False,-11.28594970703125
untrained,count_mod3,14,2,1,13711,32754,1,False,False,-11.286975860595703
untrained,count_mod3,15,2,1,4075,32934,1,False,False,-11.291004180908203
untrained,parity8,0,1,1,55716,64443,2,False,False,-12.617837905883789
untrained,parity8,1,1,1,21677,64411,1,False,False,-12.608598709106445
untrained,parity8,2,1,1,54805,64447,1,False,False,-12.618867874145508
untrained,parity8,3,0,1,29751,55784,1,False,False,-11.936479568481445
untrained,parity8,4,1,1,52501,64410,1,False,False,-12.608539581298828
untrained,parity8,5,0,1,10192,55840,1,False,False,-11.93874740600586
untrained,parity8,6,1,1,28079,64434,1,False,False,-12.613516807556152
untrained,parity8,7,0,1,13738,55805,1,False,False,-11.937570571899414
untrained,parity8,8,1,1,52966,64460,1,False,False,-12.623428344726562
untrained,parity8,9,0,1,28245,55893,2,False,False,-11.940733909606934
untrained,parity8,10,0,1,33139,55734,2,False,False,-11.934869766235352
untrained,parity8,11,0,1,29020,55834,2,False,False,-11.938360214233398
untrained,parity8,12,0,1,34401,55882,1,False,False,-11.94012451171875
untrained,parity8,13,0,1,34119,55819,1,False,False,-11.938013076782227
untrained,parity8,14,0,1,41309,55736,2,False,False,-11.934791564941406
untrained,parity8,15,0,1,47737,55826,2,False,False,-11.938145637512207
untrained,track_total,0,-4,2,42414,51967,1,False,False,-22.809468269348145
untrained,track_total,1,0,1,46384,55402,2,False,False,-11.922056198120117
untrained,track_total,2,-2,2,46391,52090,4,False,False,-22.80191993713379
untrained,track_total,3,4,1,5493,5840,4,False,False,-10.443058967590332
untrained,track_total,4,6,1,4269,9897,2,False,False,-10.637712478637695
untrained,track_total,5,0,1,29727,55399,1,False,False,-11.921793937683105
untrained,track_total,6,2,1,2940,33122,1,False,False,-11.296244621276855
untrained,track_total,7,-2,2,41095,52057,1,False,False,-22.800806999206543
untrained,track_total,8,-2,2,14606,52080,1,False,False,-22.80204200744629
untrained,track_total,9,0,1,35991,55401,1,False,False,-11.921908378601074
untrained,track_total,10,-4,2,50719,51981,3,False,False,-22.809755325317383
untrained,track_total,11,0,1,8639,55413,1,False,False,-11.922554969787598
untrained,track_total,12,8,1,9712,33180,1,False,False,-11.297445297241211
untrained,track_total,13,-2,2,43540,52085,1,False,False,-22.801899909973145
untrained,track_total,14,-2,2,44847,52056,2,False,False,-22.80064582824707
untrained,track_total,15,0,1,37467,55410,1,False,False,-11.922183990478516
untrained,local_last,0,Subtract,1,4580,5194,7,False,False,-10.40346908569336
untrained,local_last,1,Subtract,1,3808,5161,4,False,False,-10.401984214782715
untrained,local_last,2,Add,1,4439,7543,1,False,False,-10.533113479614258
untrained,local_last,3,Subtract,1,3736,5108,5,False,False,-10.398962020874023
untrained,local_last,4,Subtract,1,1215,5171,3,False,False,-10.402366638183594
untrained,local_last,5,Add,1,4009,7435,4,False,False,-10.528558731079102
untrained,local_last,6,Add,1,6694,7422,1,False,False,-10.527716636657715
untrained,local_last,7,Subtract,1,4334,5167,6,False,False,-10.402168273925781
untrained,local_last,8,Add,1,7302,7480,7,False,False,-10.5306978225708
untrained,local_last,9,Subtract,1,3532,5188,5,False,False,-10.403581619262695
untrained,local_last,10,Subtract,1,3277,5174,5,False,False,-10.402802467346191
untrained,local_last,11,Add,1,6315,7522,7,False,False,-10.53225326538086
untrained,local_last,12,Add,1,6997,7522,4,False,False,-10.532083511352539
untrained,local_last,13,Subtract,1,4624,5130,8,False,False,-10.40017032623291
untrained,local_last,14,Subtract,1,3309,5162,5,False,False,-10.401792526245117
untrained,local_last,15,Add,1,5514,7522,4,False,False,-10.532188415527344
untrained,max_run,0,4,1,3192,6052,2,False,False,-10.456655502319336
untrained,max_run,1,5,1,35361,61550,3,False,False,-12.256766319274902
untrained,max_run,2,4,1,3644,6046,4,False,False,-10.456503868103027
untrained,max_run,3,3,1,12268,16870,6,False,False,-10.877473831176758
untrained,max_run,4,4,1,5799,6061,13,False,False,-10.45765209197998
untrained,max_run,5,4,1,3183,6070,4,False,False,-10.457842826843262
untrained,max_run,6,3,1,10166,16883,4,False,False,-10.877717971801758
untrained,max_run,7,6,1,3647,10611,2,False,False,-10.666608810424805
untrained,max_run,8,4,1,2351,6054,2,False,False,-10.456799507141113
untrained,max_run,9,2,1,27283,32433,7,False,False,-11.280153274536133
untrained,max_run,10,3,1,10378,16852,4,False,False,-10.876751899719238
untrained,max_run,11,3,1,13397,16902,4,False,False,-10.878376007080078
untrained,max_run,12,3,1,10497,16849,6,False,False,-10.876866340637207
untrained,max_run,13,5,1,41401,61553,3,False,False,-12.256914138793945
untrained,max_run,14,4,1,5176,6054,4,False,False,-10.457101821899414
untrained,max_run,15,5,1,46630,61568,2,False,False,-12.258153915405273
untrained,sort_min,0,18,2,43042,64389,1,False,False,-23.169401168823242
untrained,sort_min,1,57,2,29812,61331,1,False,False,-24.173465728759766
untrained,sort_min,2,12,2,45941,64392,1,False,False,-23.950098991394043
untrained,sort_min,3,56,2,42080,61192,3,False,False,-23.684497833251953
untrained,sort_min,4,76,2,10780,14910,3,False,False,-22.3560209274292
untrained,sort_min,5,36,2,11364,16838,6,False,False,-22.491801261901855
untrained,sort_min,6,7,1,10733,15207,6,False,False,-10.82824993133545
untrained,sort_min,7,8,1,9189,34448,1,False,False,-11.330266952514648
untrained,sort_min,8,20,2,4177,33007,1,False,False,-22.964527130126953
untrained,sort_min,9,13,2,25712,64407,1,False,False,-24.111740112304688
untrained,sort_min,10,81,2,5918,34200,1,False,False,-21.698591232299805
untrained,sort_min,11,2,1,10911,33247,1,False,False,-11.299991607666016
untrained,sort_min,12,19,2,51246,64434,2,False,False,-23.698893547058105
untrained,sort_min,13,21,2,20658,32934,1,False,False,-22.818137168884277
untrained,sort_min,14,22,2,5053,32863,1,False,False,-22.84213638305664
untrained,sort_min,15,68,2,867,10755,2,False,False,-22.215429306030273
untrained,succ_letter,0,o,1,59731,63865,3,False,False,-12.503375053405762
untrained,succ_letter,1,n,1,44178,55560,3,False,False,-11.92753791809082
untrained,succ_letter,2,p,1,34354,57462,1,False,False,-12.010368347167969
untrained,succ_letter,3,c,1,28768,30057,11,False,False,-11.22288990020752
untrained,succ_letter,4,o,1,44981,63865,2,False,False,-12.503376007080078
untrained,succ_letter,5,v,1,34474,47317,4,False,False,-11.653639793395996
untrained,succ_letter,6,x,1,14935,49396,1,False,False,-11.71540641784668
untrained,succ_letter,7,z,1,3253,3475,9,False,False,-10.276103973388672
untrained,succ_letter,8,q,1,12925,17762,2,False,False,-10.902985572814941
untrained,succ_letter,9,p,1,26555,57462,1,False,False,-12.010369300842285
untrained,succ_letter,10,e,1,3502,10029,2,False,False,-10.642884254455566
untrained,succ_letter,11,m,1,3086,6469,1,False,False,-10.47985553741455
untrained,succ_letter,12,e,1,2997,10029,1,False,False,-10.642884254455566
untrained,succ_letter,13,p,1,40732,57462,3,False,False,-12.010368347167969
untrained,succ_letter,14,f,1,10788,12823,7,False,False,-10.749259948730469
untrained,succ_letter,15,x,1,16242,49396,1,False,False,-11.71540641784668
untrained,caesar1_letter,0,n,1,52101,55542,7,False,False,-11.927013397216797
untrained,caesar1_letter,1,n,1,29575,55542,2,False,False,-11.927013397216797
untrained,caesar1_letter,2,g,1,35648,37409,3,False,False,-11.399547576904297
untrained,caesar1_letter,3,j,1,1380,16267,1,False,False,-10.860237121582031
untrained,caesar1_letter,4,b,1,500,658,3,False,False,-9.839173316955566
untrained,caesar1_letter,5,t,1,32944,60858,1,False,False,-12.20387077331543
untrained,caesar1_letter,6,o,1,59008,63870,1,False,False,-12.505151748657227
untrained,caesar1_letter,7,e,1,959,9491,1,False,False,-10.62055492401123
untrained,caesar1_letter,8,w,1,29860,37376,2,False,False,-11.398604393005371
untrained,caesar1_letter,9,g,1,32856,37409,3,False,False,-11.399548530578613
untrained,caesar1_letter,10,u,1,16759,23840,3,False,False,-11.068633079528809
untrained,caesar1_letter,11,s,1,2713,7537,3,False,False,-10.532065391540527
untrained,caesar1_letter,12,n,1,35509,55542,3,False,False,-11.927013397216797
untrained,caesar1_letter,13,o,1,58441,63870,2,False,False,-12.505152702331543
untrained,caesar1_letter,14,q,1,12430,17380,4,False,False,-10.892203330993652
untrained,caesar1_letter,15,m,1,4578,6586,5,False,False,-10.485639572143555
untrained,caesar1_word,0,gcns,2,38193,40058,5,False,False,-22.91378116607666
untrained,caesar1_word,1,iekb,2,25482,26098,14,False,False,-21.626885414123535
untrained,caesar1_word,2,rhod,2,10963,39999,1,False,False,-23.112586975097656
untrained,caesar1_word,3,vfar,2,42013,46987,6,False,False,-23.024867057800293
untrained,caesar1_word,4,chkn,2,33729,39392,2,False,False,-23.06837272644043
untrained,caesar1_word,5,rtvj,2,17858,26453,2,False,False,-23.553154945373535
untrained,caesar1_word,6,latw,2,9238,14065,3,False,False,-21.41953754425049
untrained,caesar1_word,7,ionj,2,28449,34985,3,False,False,-21.55751132965088
untrained,caesar1_word,8,fxmq,2,50826,51917,6,False,False,-22.850847244262695
untrained,caesar1_word,9,rgrt,2,57380,61832,3,False,False,-23.189534187316895
untrained,caesar1_word,10,tnab,2,23269,28301,4,False,False,-23.3254976272583
untrained,caesar1_word,11,pbyt,3,34429,57431,1,False,False,-34.38850688934326
untrained,caesar1_word,12,acuj,2,23974,30121,2,False,False,-23.062620162963867
untrained,caesar1_word,13,fthi,2,2501,12575,1,False,False,-23.309654235839844
untrained,caesar1_word,14,dmty,2,46309,57546,1,False,False,-22.886669158935547
untrained,caesar1_word,15,tebf,2,50173,55081,4,False,False,-22.261942863464355
untrained,rot13_word,0,uzxq,2,415,16920,1,False,False,-22.393630981445312
untrained,rot13_word,1,aeqc,3,38688,39877,5,False,False,-34.92863464355469
untrained,rot13_word,2,svdq,2,20275,21409,10,False,False,-22.652402877807617
untrained,rot13_word,3,sypi,2,35053,62028,1,False,False,-24.5307559967041
untrained,rot13_word,4,jlhi,2,60646,61861,3,False,False,-22.52689266204834
untrained,rot13_word,5,mroq,3,1046,6501,1,False,False,-32.151448249816895
untrained,rot13_word,6,xwre,2,28578,35401,5,False,False,-22.87841033935547
untrained,rot13_word,7,xzmb,2,7508,10288,1,False,False,-22.29615879058838
untrained,rot13_word,8,ovxf,2,2301,42080,2,False,False,-22.380521774291992
untrained,rot13_word,9,plez,2,23033,30283,3,False,False,-21.847020149230957
untrained,rot13_word,10,xali,2,26046,49902,1,False,False,-22.849082946777344
untrained,rot13_word,11,knya,3,5698,10369,3,False,False,-32.42991352081299
untrained,rot13_word,12,mnlr,2,32873,53759,2,False,False,-24.379355430603027
untrained,rot13_word,13,fpjz,2,4671,10445,3,False,False,-22.785222053527832
untrained,rot13_word,14,ttly,2,22405,55850,1,False,False,-22.736370086669922
untrained,rot13_word,15,lldm,2,17092,27731,1,False,False,-22.44692039489746
