file,task,n_ops,num_steps,task_seed,arm,observed,null_mean,null_std,obs_minus_null,z,p_value,pr_real,pr_null
projection_n24_ns64_init3.npy,projection,24,64,3,real,0.6079886335071141,0.6028706152146563,0.0011747708059256245,0.005118018292457727,4.356610043969505,0.0,20.34574152649608,27.32039817093852
projection_n24_ns64_init3.npy,projection,24,64,3,calibration,0.601879334548337,0.6026757601630184,0.0009068219769456807,-0.0007964256146814064,-0.8782601601296578,0.77,27.494508634619017,27.267890268622637
projection_n24_ns64_init4.npy,projection,24,64,4,real,0.6132362176737796,0.6045181211114043,0.0011557351780151681,0.00871809656237521,7.543334085709375,0.0,14.775143809190148,22.7029290671085
projection_n24_ns64_init4.npy,projection,24,64,4,calibration,0.6049223242588112,0.6043523511620704,0.0012121430409546754,0.0005699730967407834,0.4702193367309824,0.36,22.681885252861974,23.038878338925446
projection_n2_ns128_init0.npy,projection,2,128,0,real,0.6339662519427416,0.6430076605718146,0.001770736224975816,-0.009041408629072989,-5.10601663960225,1.0,56.1558584386066,72.28677504965273
projection_n2_ns128_init0.npy,projection,2,128,0,calibration,0.6453883799156795,0.6432243277439957,0.0018391191587130652,0.0021640521716838057,1.176678608034356,0.1,72.16968213797043,71.8687462496965
projection_n2_ns128_init1.npy,projection,2,128,1,real,0.6405090241111847,0.6519540498334032,0.0020952806402250576,-0.011445025722218505,-5.4622877253278945,1.0,56.08348319311336,73.23063287246404
projection_n2_ns128_init1.npy,projection,2,128,1,calibration,0.6471976042214018,0.6522895111139344,0.0021557250300337674,-0.005091906892532583,-2.3620391383834436,0.99,72.9166941758806,72.41048116411957
projection_n2_ns128_init2.npy,projection,2,128,2,real,0.6384985668618589,0.6337038657594887,0.0017525160227413648,0.004794701102370236,2.735895729426854,0.0,51.543958669782334,70.9134051124839
projection_n2_ns128_init2.npy,projection,2,128,2,calibration,0.6331000260301989,0.6336805298351961,0.0017545866856104027,-0.00058050380499719,-0.33084931611414725,0.63,70.05187997568858,70.44045727190293
projection_n2_ns128_init3.npy,projection,2,128,3,real,0.6405090241111847,0.6522613593424021,0.0019716432190154017,-0.011752335231217437,-5.960680470925319,1.0,56.08348319311336,73.1605891281027
projection_n2_ns128_init3.npy,projection,2,128,3,calibration,0.6533436043580415,0.6519491647351069,0.0020497796500808566,0.0013944396229346179,0.6802875728030631,0.25,73.6128039252141,72.3424701360568
projection_n2_ns128_init4.npy,projection,2,128,4,real,0.6434976925148844,0.6518913307834646,0.001887403572645297,-0.008393638268580195,-4.447187867095145,1.0,54.695022340602755,67.47625354387232
projection_n2_ns128_init4.npy,projection,2,128,4,calibration,0.6542459503330856,0.6515860684467022,0.002199093686991191,0.0026598818863834417,1.2095355018833704,0.09,68.23224604300216,66.99815067808333
projection_n2_ns64_init0.npy,projection,2,64,0,real,0.6377343152467038,0.6218472548354509,0.0012946495673520084,0.015887060411252873,12.271320990549766,0.0,10.116404545569173,18.346252835942526
projection_n2_ns64_init0.npy,projection,2,64,0,calibration,0.6215167518021615,0.6218960692726733,0.0013620739696659672,-0.0003793174705117863,-0.2784852210374518,0.59,18.358291730219435,18.466338020460988
projection_n2_ns64_init1.npy,projection,2,64,1,real,0.6373349764045748,0.6253650845663327,0.001406151645773899,0.011969891838242153,8.51251845717844,0.0,13.388487434145267,19.831846806206258
projection_n2_ns64_init1.npy,projection,2,64,1,calibration,0.625802664703796,0.6257271376224954,0.0013559998882478642,7.552708130054153e-05,0.05569844212755266,0.48,19.59978822698702,19.817011705563623
projection_n2_ns64_init2.npy,projection,2,64,2,real,0.6356018046396904,0.620796500734746,0.0011052912554629138,0.014805303904944389,13.394934440826358,0.0,8.852322464923429,16.614316436150908
projection_n2_ns64_init2.npy,projection,2,64,2,calibration,0.6188965695317499,0.620672466809867,0.0012111034281194275,-0.0017758972781171112,-1.466346504257429,0.92,16.40513579879197,16.723774857337983
projection_n2_ns64_init3.npy,projection,2,64,3,real,0.6495436076484731,0.6292733673945281,0.001258978482680558,0.02027024025394497,16.100545428533874,0.0,11.118659057611264,17.635311852759855
projection_n2_ns64_init3.npy,projection,2,64,3,calibration,0.6303095110471416,0.6294161303566214,0.0012470852959591263,0.0008933806905202513,0.716374969230278,0.26,17.776929446630948,17.681363931145036
projection_n2_ns64_init4.npy,projection,2,64,4,real,0.6264946028314289,0.6188951534028293,0.001224504782174985,0.007599449428599581,6.206141077784374,0.0,12.397164448244885,19.637257432892877
