task,n_ops,num_steps,init_seed,variant,observed,null_mean,null_std,z_score,p_value
count_ones,16,64,2,W5_turnfull_unsigned,14.251585590734255,14.499942896122013,0.01494363811708145,-16.619601160166695,1.0
count_ones,16,64,2,W6_pc23,1.1773037975400216,1.1714049192754818,0.006219373404670253,0.9484682588940765,0.17
count_ones,16,64,2,W7_absturn_fixedpt,2.876501154969382,1.3465140792395272,0.4074272499833628,3.755239925145732,0.0
count_ones,16,64,2,W8_absturn_centroid,0.6632237882001862,0.6261072420680389,0.0021248077255025238,17.46819050338738,0.0
count_ones,16,64,2,W9_windowed_maxnet,0.8346372394275464,0.4523422507229771,0.22068910112533874,1.7322785164975034,0.05
count_ones,16,64,3,W1_centroid,0.6267606091375079,0.622408661023856,0.0021765316204295218,1.9994876586231687,0.04
count_ones,16,64,3,W2_fixedpoint,2.0822056966991664,0.40007621137913785,0.3500087343794981,4.805964309153995,0.0
count_ones,16,64,3,W3_sphere,0.21773174344233565,0.9318477053810743,0.00400885273268322,-178.13474566344672,1.0
count_ones,16,64,3,W4_turn2d_signed,3.5668177174304447,0.7291414121684899,0.5461038556928162,5.196220967277239,0.0
count_ones,16,64,3,W5_turnfull_unsigned,14.434895448867362,14.499224115214826,0.016683802925764178,-3.8557555872422626,1.0
count_ones,16,64,3,W6_pc23,1.1830493327887486,1.1738552290673978,0.006334250552452474,1.4514903768356657,0.08
count_ones,16,64,3,W7_absturn_fixedpt,3.8676293080707107,1.3912638057097002,0.45634110017496704,5.426566884752524,0.0
count_ones,16,64,3,W8_absturn_centroid,0.6576350449479663,0.6254581368614205,0.001971687430193164,16.319477212163136,0.0
count_ones,16,64,3,W9_windowed_maxnet,1.3008944483683123,0.4935814109630216,0.2594109451412407,3.112100906018963,0.02
count_ones,16,64,4,W1_centroid,0.6197287968919961,0.6224012855447022,0.0025172757514792675,-1.061659077729409,0.84
count_ones,16,64,4,W2_fixedpoint,1.0768324862628729,0.36333908954753924,0.33494437327502763,2.1301847519900683,0.01
count_ones,16,64,4,W3_sphere,0.1490980229696201,0.9364640238250683,0.004065159080669281,-193.68639338114602,1.0
count_ones,16,64,4,W4_turn2d_signed,1.183866083898322,0.8235675288864267,0.6767391026524887,0.5324039258256245,0.26
count_ones,16,64,4,W5_turnfull_unsigned,14.140699899828093,14.498867056009,0.01557064108900064,-23.002723788548654,1.0
count_ones,16,64,4,W6_pc23,1.1808916790423793,1.1777425158530541,0.005588464811114614,0.5635113212240366,0.25
count_ones,16,64,4,W7_absturn_fixedpt,3.1691589551667216,1.3680645669046596,0.4298750589702335,4.189808993749456,0.0
count_ones,16,64,4,W8_absturn_centroid,0.6628669635953092,0.6255934600851103,0.0021543216613468708,17.301735473845472,0.0
count_ones,16,64,4,W9_windowed_maxnet,0.6136343912619797,0.4293121673886818,0.21534670125615166,0.8559324233810734,0.2
count_ones,24,128,0,W1_centroid,0.6334763943401023,0.6619187055050582,0.004980926733720615,-5.710244837050687,1.0
count_ones,24,128,0,W2_fixedpoint,1.0758555229647324,0.4883216950550471,0.36785475501090054,1.5971897057366435,0.01
count_ones,24,128,0,W3_sphere,1.0297948937564474,0.9581479829459078,0.003113960982244384,23.00828790696671,0.0
count_ones,24,128,0,W4_turn2d_signed,7.279705383140543,1.036686418263313,0.8549103996521826,7.302541842299709,0.0
count_ones,24,128,0,W5_turnfull_unsigned,34.19920322762962,30.499551479746273,0.02310023957924445,160.15642327828837,0.0
count_ones,24,128,0,W6_pc23,1.1839068712245435,1.2345596119670674,0.00419068804638863,-12.086974783573893,1.0
count_ones,24,128,0,W7_absturn_fixedpt,6.215285280348081,1.5465430064542884,0.44598287862561,10.468433874146703,0.0
count_ones,24,128,0,W8_absturn_centroid,0.8065614580936479,0.6693710771109639,0.004097528554651859,33.481250747339864,0.0
count_ones,24,128,0,W9_windowed_maxnet,1.226130814086023,0.49270637941561096,0.27799268321726606,2.6382868289278023,0.02
count_ones,24,128,1,W1_centroid,0.613706660108327,0.6611871880044851,0.005458092453019843,-8.699106566047291,1.0
count_ones,24,128,1,W2_fixedpoint,0.08267228048043158,0.43728045399667,0.3850226974023912,-0.9210058937009465,0.59
count_ones,24,128,1,W3_sphere,0.9888504490110304,0.9536486233933963,0.0036243676921566847,9.712542602620758,0.0
count_ones,24,128,1,W4_turn2d_signed,9.444492107711893,0.9758932271944194,0.7451102033721538,11.365565579683432,0.0
count_ones,24,128,1,W5_turnfull_unsigned,34.20095231950662,30.498398963489045,0.02278879021253003,162.47257188675982,0.0
count_ones,24,128,1,W6_pc23,1.1962700718015178,1.23425422044281,0.0039476367455838855,-9.621996928614069,1.0
count_ones,24,128,1,W7_absturn_fixedpt,4.362276891210631,1.4870646735344466,0.4075819016464228,7.054317686977256,0.0
count_ones,24,128,1,W8_absturn_centroid,1.0778435261054726,0.6692474591865146,0.004707640129579592,86.79424418014021,0.0
count_ones,24,128,1,W9_windowed_maxnet,0.47418313672859547,0.5016042997712,0.27446642839679314,-0.09990716607046046,0.45
count_ones,24,128,2,W1_centroid,0.6214266189717053,0.6557920829705886,0.004791754224400721,-7.17179187193834,1.0
count_ones,24,128,2,W2_fixedpoint,1.0707057984887158,0.41806374914522826,0.35416526396910636,1.8427613200384811,0.01
count_ones,24,128,2,W3_sphere,0.08897049768744947,0.9464832141236837,0.0032746210212168288,-261.8662467748979,1.0
count_ones,24,128,2,W4_turn2d_signed,12.523632979527507,0.7936762523839973,0.6144496044450647,19.090185171064316,0.0
count_ones,24,128,2,W5_turnfull_unsigned,35.186383652240536,30.496517978667786,0.02116694628567533,221.56553006167942,0.0
count_ones,24,128,2,W6_pc23,1.163427829170823,1.2343281029011466,0.004175497923335205,-16.98007639618018,1.0
count_ones,24,128,2,W7_absturn_fixedpt,5.7923999541690465,1.6434543041911807,0.52623102097348,7.884266576118394,0.0
count_ones,24,128,2,W8_absturn_centroid,1.1871308092315502,0.6623129130076153,0.004010474447812527,130.86179778808756,0.0
count_ones,24,128,2,W9_windowed_maxnet,1.1301521181295235,0.5147792349427105,0.2551281578910981,2.4120147625942803,0.02
count_ones,24,128,3,W1_centroid,0.6276300649297242,0.678711454689272,0.004889142258611046,-10.447924616957144,1.0
count_ones,24,128,3,W2_fixedpoint,0.5640922895433435,0.41911635328146635,0.34006216334190603,0.4263218666762261,0.13
count_ones,24,128,3,W3_sphere,1.0474826502309402,0.9494258575279382,0.0034151489314428298,28.712303525098417,0.0
count_ones,24,128,3,W4_turn2d_signed,6.051928699141539,0.9617584513655697,0.7460981415378026,6.822386981536349,0.0
count_ones,24,128,3,W5_turnfull_unsigned,35.96297092569493,30.499593768998,0.024937455280410997,219.0831861255929,0.0
count_ones,24,128,3,W6_pc23,1.171161457752185,1.229325932766273,0.0037369612061516817,-15.564645123513571,1.0
count_ones,24,128,3,W7_absturn_fixedpt,6.427782994263562,1.4878552359696762,0.4375233867899828,11.290659899433257,0.0
count_ones,24,128,3,W8_absturn_centroid,0.9790543800603958,0.6845699203404578,0.004408824545083887,66.79432504255729,0.0
count_ones,24,128,3,W9_windowed_maxnet,1.140062556573706,0.48150190714471836,0.22574220935116218,2.917312855765213,0.02
count_ones,24,128,4,W1_centroid,0.6138261603339021,0.6586068665385457,0.004266388705750771,-10.496161811107967,1.0
count_ones,24,128,4,W2_fixedpoint,0.9307310034115908,0.42018375514139433,0.3611551011478133,1.4136509401295707,0.12
count_ones,24,128,4,W3_sphere,0.007196187541514627,0.9538166813614233,0.0031816726725978055,-297.52290421723427,1.0
count_ones,24,128,4,W4_turn2d_signed,5.944990190997403,0.8690207897769574,0.7570324308294388,6.705088440740886,0.0
count_ones,24,128,4,W5_turnfull_unsigned,34.41247049438445,30.50286102649659,0.02306829970839644,169.47974134672938,0.0
count_ones,24,128,4,W6_pc23,1.1725422044629,1.234765595874559,0.0037215396916016777,-16.71979787077839,1.0
count_ones,24,128,4,W7_absturn_fixedpt,9.723827335073215,1.5511984500953928,0.4323726377183867,18.901817950609598,0.0
count_ones,24,128,4,W8_absturn_centroid,0.9332424062954401,0.6664278545545601,0.0036882801577771862,72.341183512936,0.0
count_ones,24,128,4,W9_windowed_maxnet,1.587173955107885,0.4832543541209761,0.2614473382782896,4.222340178548214,0.0
count_ones,24,64,0,W1_centroid,0.6184173679942694,0.6286808909186725,0.002616962184767636,-3.921922519226027,1.0
count_ones,24,64,0,W2_fixedpoint,3.071870969605268,0.40254278975746777,0.35824192474150063,7.451188695387699,0.0
count_ones,24,64,0,W3_sphere,0.1964311042298368,0.9367922497803396,0.0035454963738906354,-208.81734670569432,1.0
count_ones,24,64,0,W4_turn2d_signed,3.511400474668403,0.6921155033519537,0.5008193208043953,5.629345462927089,0.0
count_ones,24,64,0,W5_turnfull_unsigned,14.205207917344792,14.501307856479796,0.01720110203589525,-17.21400980687767,1.0
count_ones,24,64,0,W6_pc23,1.1649446883465908,1.1902434648075266,0.005781951904836471,-4.375473348329646,1.0
count_ones,24,64,0,W7_absturn_fixedpt,4.480926030590258,1.3201806118673705,0.3381085912035205,9.348314420145313,0.0
count_ones,24,64,0,W8_absturn_centroid,0.6626070762005936,0.6318896584429663,0.0022257875731156703,13.800696045143628,0.0
