source,file,task,n_ops,num_steps,n_steps,regime_end,frac_signal,floor,cos_legacy,cos_regime,conv_rate_legacy,conv_rate_regime,dlr_legacy,dlr_regime,settle_legacy
results/trajectories/ (no matching CSV),count_ones_n8_ns128_init3.npy,count_ones,8,128,127,16,0.12598425196850394,1.215538272761988,-0.37978735687275755,0.13525174583891716,-0.018457665076451336,-0.18946723770596213,21.115024816545912,3.556047739232908,13
results/trajectories/ (no matching CSV),count_ones_n8_ns128_init4.npy,count_ones,8,128,127,17,0.13385826771653545,1.0241759238675359,-0.2654105458944126,0.19319560724333476,-0.019136728757138347,-0.1923352652302353,21.66191472009621,3.757475278191859,12
results/trajectories/ (no matching CSV),count_ones_n8_ns64_init0.npy,count_ones,8,64,63,17,0.2698412698412698,1.086346175011049,-0.3718317829443838,0.18840076724179178,-0.06910897085630993,-0.18218300898053036,12.905392796439951,4.020545050984813,13
results/trajectories/ (no matching CSV),count_ones_n8_ns64_init1.npy,count_ones,8,64,63,18,0.2857142857142857,1.0111073271508433,-0.31822796333855924,0.3806891245491829,-0.07081302585389852,-0.16693468144003873,13.290645645984748,4.375103574685037,14
results/trajectories/ (no matching CSV),count_ones_n8_ns64_init2.npy,count_ones,8,64,63,19,0.30158730158730157,1.0303317447859224,-0.3220083989633771,0.4041771471148693,-0.07363396896026747,-0.15587042109826368,13.250690853577447,4.5867272183980585,14
results/trajectories/ (no matching CSV),count_ones_n8_ns64_init3.npy,count_ones,8,64,63,18,0.2857142857142857,1.0892396208761097,-0.3597399933354184,0.3942117946945243,-0.07179767188805787,-0.16380225243757565,13.250631939716934,4.394899806047701,14
results/trajectories/ (no matching CSV),count_ones_n8_ns64_init4.npy,count_ones,8,64,63,18,0.2857142857142857,1.0808549745935925,-0.3228842139095373,0.32685735616440603,-0.07021694728637276,-0.16596144845369654,13.200009588923354,4.338225681647631,14
results/trajectories/ (no matching CSV),projection_n16_ns128_init0.npy,projection,16,128,127,18,0.14173228346456693,1.065242368996005,-0.4093588061404142,0.08247468687101639,-0.021352756379804803,-0.17452328342113327,23.42954180382716,4.351835960348065,14
results/trajectories/ (no matching CSV),projection_n16_ns128_init1.npy,projection,16,128,127,26,0.2047244094488189,0.9980092026079871,-0.39274333149679963,-0.2802640320645863,-0.023976440297693996,-0.14219573353186596,22.798371597895652,5.897356562269488,13
results/trajectories/ (no matching CSV),projection_n16_ns128_init2.npy,projection,16,128,127,19,0.14960629921259844,1.027680771819051,-0.4673967477374981,0.05873090738405957,-0.021241002314390894,-0.18780668722039212,24.71124197462263,4.989985614587837,12
results/trajectories/ (no matching CSV),projection_n16_ns128_init3.npy,projection,16,128,127,22,0.1732283464566929,1.0253337234365154,-0.36043016711963477,-0.09831606915585629,-0.02144389214925163,-0.16827145334014348,23.960725895118337,5.328130615662605,13
results/trajectories/ (no matching CSV),projection_n16_ns128_init4.npy,projection,16,128,127,22,0.1732283464566929,1.0590869392892737,-0.3462874813274204,-0.10286620706164104,-0.02285407143683744,-0.15259813039054426,20.373148922207232,4.367836336118436,17
