bank,tag,family,window,rank,rank_requested,rank_clamped,r2_linear,r2_scalar,r2_scalar_in_basis,r2_persistence,in_basis,rho,n_train,n_test,achieved
b6bank,count_mod3_i03,count_mod3,48,8,8,False,0.3525975010289052,0.029530034776986236,-0.06319776565589552,-0.5303224725091484,0.38931544076650293,0.39489878430175906,28,19,0.9056858888892111
b6bank,count_mod3_i03,count_mod3,48,16,16,False,0.5292544946245019,0.029530034776986236,-0.06391313046529912,-0.5303224725091484,0.5563514866477492,0.39489878430175906,28,19,0.9512951925651928
b6bank,count_mod3_i03,count_mod3,48,28,32,True,0.5757156063854895,0.029530034776986236,-0.06713885596894764,-0.5303224725091484,0.6058546362779313,0.39489878430175906,28,19,0.9502536943884741
b6bank,count_mod3_i04,count_mod3,47,2,2,False,0.3879018747609516,0.130485163075862,0.03154212715130944,-0.2775453973198043,0.4025086876829108,0.36121474794113206,27,19,0.9637105648425999
b6bank,count_mod3_i04,count_mod3,47,4,4,False,0.43856840643895423,0.130485163075862,0.042047426597421445,-0.2775453973198043,0.47659041871428065,0.36121474794113206,27,19,0.9202207791379858
b6bank,count_mod3_i04,count_mod3,47,8,8,False,0.5740298652804972,0.130485163075862,0.04592457984231024,-0.2775453973198043,0.5916045253119131,0.36121474794113206,27,19,0.9702932292105947
b6bank,count_mod3_i04,count_mod3,47,16,16,False,0.635247594153955,0.130485163075862,0.052955432741152,-0.2775453973198043,0.6498599362991435,0.36121474794113206,27,19,0.9775146284160805
b6bank,count_mod3_i04,count_mod3,47,27,32,True,0.663696799791049,0.130485163075862,0.05427923432520798,-0.2775453973198043,0.6832684811152715,0.36121474794113206,27,19,0.9713557966375437
b6bank,count_mod3_i05,count_mod3,46,2,2,False,0.28279267609519154,0.056356890625169465,0.0037848921618037767,-0.5015273230522801,0.3223323021874003,0.32514326695003476,27,18,0.8773327220887069
b6bank,count_mod3_i05,count_mod3,46,4,4,False,0.3230605111912961,0.056356890625169465,0.004413391644182751,-0.5015273230522801,0.4116812955874365,0.32514326695003476,27,18,0.7847344891642803
b6bank,count_mod3_i05,count_mod3,46,8,8,False,0.6564580704107514,0.056356890625169465,0.00828347954654618,-0.5015273230522801,0.667813953830418,0.32514326695003476,27,18,0.9829954385431272
b6bank,count_mod3_i05,count_mod3,46,16,16,False,0.698473260817614,0.056356890625169465,0.013577224374974772,-0.5015273230522801,0.7101366671440792,0.32514326695003476,27,18,0.9835758286170867
b6bank,count_mod3_i05,count_mod3,46,27,32,True,0.7348075235013466,0.056356890625169465,0.013128143996507191,-0.5015273230522801,0.7508069610569588,0.32514326695003476,27,18,0.9786903446751629
b6bank,count_mod3_i06,count_mod3,46,2,2,False,0.04598207398455889,0.07528021195275514,-0.00564263494534023,-0.4403143616555836,0.15775789873893487,0.3349045253707446,27,18,0.29147240393111584
b6bank,count_mod3_i06,count_mod3,46,4,4,False,0.23219492150646903,0.07528021195275514,-0.011525931797070399,-0.4403143616555836,0.2924213967925877,0.3349045253707446,27,18,0.7940421735662632
b6bank,count_mod3_i06,count_mod3,46,8,8,False,0.5468908010635083,0.07528021195275514,0.003258145061557083,-0.4403143616555836,0.5621504077514277,0.3349045253707446,27,18,0.9728549397500982
b6bank,count_mod3_i06,count_mod3,46,16,16,False,0.6065285100702178,0.07528021195275514,0.010009681313375873,-0.4403143616555836,0.6210795062879696,0.3349045253707446,27,18,0.9765714436389645
b6bank,count_mod3_i06,count_mod3,46,27,32,True,0.6592273375201292,0.07528021195275514,0.012427632749374307,-0.4403143616555836,0.6801082277309611,0.3349045253707446,27,18,0.9692976950440716
b6bank,count_mod3_i07,count_mod3,46,2,2,False,0.007149082303960608,0.1447781792655911,0.0049249105462065845,-0.2132727570804549,0.03895332336920887,0.4931471843464333,27,18,0.18352945745347332
b6bank,count_mod3_i07,count_mod3,46,4,4,False,0.047194675202497094,0.1447781792655911,0.009356521523251615,-0.2132727570804549,0.07008697254889973,0.4931471843464333,27,18,0.6733730033719082
b6bank,count_mod3_i07,count_mod3,46,8,8,False,0.3452832715482287,0.1447781792655911,0.030830383052687926,-0.2132727570804549,0.3975944397155843,0.4931471843464333,27,18,0.8684308356908212
b6bank,count_mod3_i07,count_mod3,46,16,16,False,0.5392998478463318,0.1447781792655911,0.04204257776524878,-0.2132727570804549,0.5611565013166876,0.4931471843464333,27,18,0.9610506990134272
b6bank,count_mod3_i07,count_mod3,46,27,32,True,0.5942705908251695,0.1447781792655911,0.042920833029657435,-0.2132727570804549,0.6154278295234245,0.4931471843464333,27,18,0.9656219012477244
b6bank,count_mod3_i08,count_mod3,47,2,2,False,0.00016368115869924704,0.1261887089370033,-0.008303362666156833,-0.28248215966932544,0.08174960587211377,0.4089510894868115,27,19,0.002002225661556144
b6bank,count_mod3_i08,count_mod3,47,4,4,False,0.11039885380390135,0.1261887089370033,-0.0034393561786567606,-0.28248215966932544,0.15973629161397906,0.4089510894868115,27,19,0.6911319443341827
b6bank,count_mod3_i08,count_mod3,47,8,8,False,0.19097721940456747,0.1261887089370033,0.005211775023511445,-0.28248215966932544,0.267622288499444,0.4089510894868115,27,19,0.7136073025732467
b6bank,count_mod3_i08,count_mod3,47,16,16,False,0.45013604118865,0.1261887089370033,-0.007874012123159746,-0.28248215966932544,0.47407121017832454,0.4089510894868115,27,19,0.9495114479095426
b6bank,count_mod3_i08,count_mod3,47,27,32,True,0.4914917580535786,0.1261887089370033,-0.011099433666191816,-0.28248215966932544,0.5210054108970323,0.4089510894868115,27,19,0.9433525022463027
b6bank,count_mod3_i09,count_mod3,47,2,2,False,0.015867963794451767,-0.0014908254059269321,-0.03778589768140317,-0.6423546805490583,0.18419340349663738,0.36176628229050706,27,19,0.08614838258711828
b6bank,count_mod3_i09,count_mod3,47,4,4,False,0.28394374739426886,-0.0014908254059269321,-0.07108753994421879,-0.6423546805490583,0.3236856762375735,0.36176628229050706,27,19,0.8772206132033612
b6bank,count_mod3_i09,count_mod3,47,8,8,False,0.3642629309807659,-0.0014908254059269321,-0.07770971374175395,-0.6423546805490583,0.417026763596291,0.36176628229050706,27,19,0.873476147764454
b6bank,count_mod3_i09,count_mod3,47,16,16,False,0.5902008135165737,-0.0014908254059269321,-0.06506315734652723,-0.6423546805490583,0.6094379531949197,0.36176628229050706,27,19,0.9684346214778763
b6bank,count_mod3_i09,count_mod3,47,27,32,True,0.633577158735892,-0.0014908254059269321,-0.0679988319521947,-0.6423546805490583,0.6534127972733512,0.36176628229050706,27,19,0.9696430210423915
b6bank,count_mod3_i10,count_mod3,46,2,2,False,0.35295338077991334,0.010938487899976868,-0.04224723163649613,-0.7140620711522396,0.3817754940085736,0.2404453045709121,27,18,0.9245050725335111
b6bank,count_mod3_i10,count_mod3,46,4,4,False,0.41879683423948055,0.010938487899976868,-0.041202959304536435,-0.7140620711522396,0.5243316056067002,0.2404453045709121,27,18,0.7987251383690552
b6bank,count_mod3_i10,count_mod3,46,8,8,False,0.6716085641450118,0.010938487899976868,-0.031182887070290155,-0.7140620711522396,0.6843059333152595,0.2404453045709121,27,18,0.9814448939398601
b6bank,count_mod3_i10,count_mod3,46,16,16,False,0.7159581938186352,0.010938487899976868,-0.02794909025549641,-0.7140620711522396,0.7309098064276126,0.2404453045709121,27,18,0.9795438336201088
b6bank,count_mod3_i10,count_mod3,46,27,32,True,0.7482542245368611,0.010938487899976868,-0.027673960886359872,-0.7140620711522396,0.7648681234129371,0.2404453045709121,27,18,0.9782787406514698
b6bank,count_mod3_i11,count_mod3,47,2,2,False,0.0425506383311377,0.13290894426462108,0.017166475773031986,-0.2702440053372104,0.19361326642182108,0.3799448042906779,27,19,0.21977129520883934
b6bank,count_mod3_i11,count_mod3,47,4,4,False,0.27444980715422695,0.13290894426462108,0.019221451011187107,-0.2702440053372104,0.3296814004563118,0.3799448042906779,27,19,0.8324697928799173
b6bank,count_mod3_i11,count_mod3,47,8,8,False,0.47048135735701635,0.13290894426462108,0.02350291349292577,-0.2702440053372104,0.4940320087346869,0.3799448042906779,27,19,0.9523297054415798
b6bank,count_mod3_i11,count_mod3,47,16,16,False,0.5604792626632841,0.13290894426462108,0.038999096248549914,-0.2702440053372104,0.5802142016188516,0.3799448042906779,27,19,0.965986804699876
b6bank,count_mod3_i11,count_mod3,47,27,32,True,0.6045032917081494,0.13290894426462108,0.041389207530015404,-0.2702440053372104,0.6235233978976984,0.3799448042906779,27,19,0.9694957619013528
b6bank,count_mod3_i12,count_mod3,47,2,2,False,0.38167954952412475,0.1101354056604521,0.03390022655289959,-0.3361933885401165,0.4492307138562187,0.32696380231248995,27,19,0.8496292389444359
b6bank,count_mod3_i12,count_mod3,47,4,4,False,0.5815054611794,0.1101354056604521,0.04623427663613866,-0.3361933885401165,0.611124751105325,0.32696380231248995,27,19,0.9515331528098749
b6bank,count_mod3_i12,count_mod3,47,8,8,False,0.6375529385348824,0.1101354056604521,0.045209845590674536,-0.3361933885401165,0.6463975149161236,0.32696380231248995,27,19,0.986317125024237
b6bank,count_mod3_i12,count_mod3,47,16,16,False,0.6761268459813425,0.1101354056604521,0.05229183682039462,-0.3361933885401165,0.6901487951609018,0.32696380231248995,27,19,0.9796827158463848
b6bank,count_mod3_i12,count_mod3,47,27,32,True,0.7047741308027528,0.1101354056604521,0.053213262485818924,-0.3361933885401165,0.7244058678073517,0.32696380231248995,27,19,0.9728995334286554
b6bank,count_mod3_i13,count_mod3,48,2,2,False,0.01891818823513569,0.32520145626944397,0.017764112445794455,0.1424485875205237,0.02516456430295999,0.5381223676461219,28,19,0.7517788906406948
b6bank,count_mod3_i13,count_mod3,48,4,4,False,0.02747758288770097,0.32520145626944397,0.022202598557226505,0.1424485875205237,0.04416786837346964,0.5381223676461219,28,19,0.622117025330703
b6bank,count_mod3_i13,count_mod3,48,8,8,False,0.055009448696685115,0.32520145626944397,0.02213282735021671,0.1424485875205237,0.08815541436300744,0.5381223676461219,28,19,0.6240053330152421
b6bank,count_mod3_i13,count_mod3,48,16,16,False,0.124980222440778,0.32520145626944397,0.025680554812700263,0.1424485875205237,0.16787315103945444,0.5381223676461219,28,19,0.7444920266696161
b6bank,count_mod3_i13,count_mod3,48,28,32,True,0.2936492374384575,0.32520145626944397,0.041838252634274875,0.1424485875205237,0.320304650556946,0.5381223676461219,28,19,0.9167810611799109
b6bank,count_mod3_i14,count_mod3,47,2,2,False,0.032883306117048816,0.2073605070130239,0.0039728294201705205,-0.08509450314978939,0.09246541219253557,0.4138349764891284,27,19,0.3556281785515404
b6bank,count_mod3_i14,count_mod3,47,4,4,False,0.10414061726445245,0.2073605070130239,-0.002538085210427088,-0.08509450314978939,0.13879173495554709,0.4138349764891284,27,19,0.7503373114963015
b6bank,count_mod3_i14,count_mod3,47,8,8,False,0.2187101072933858,0.2073605070130239,-0.00035726303395899883,-0.08509450314978939,0.24859962243170042,0.4138349764891284,27,19,0.8797684612472556
b6bank,count_mod3_i14,count_mod3,47,16,16,False,0.37362050839486094,0.2073605070130239,0.023255933854585464,-0.08509450314978939,0.40171913361438416,0.4138349764891284,27,19,0.9300540530227881
b6bank,count_mod3_i14,count_mod3,47,27,32,True,0.41306657259970714,0.2073605070130239,0.025253703992843657,-0.08509450314978939,0.450340049458975,0.4138349764891284,27,19,0.9172325958927102
b6bank,count_mod3_i15,count_mod3,46,2,2,False,0.2151574249435857,0.05576183527670531,0.011212757623141112,-0.49809414833775123,0.239518438857226,0.33589723527264315,27,18,0.8982916971659054
b6bank,count_mod3_i15,count_mod3,46,4,4,False,0.2116702923939735,0.05576183527670531,0.007544549371130804,-0.49809414833775123,0.2763632300954142,0.33589723527264315,27,18,0.7659133681455905
b6bank,count_mod3_i15,count_mod3,46,8,8,False,0.4905801079351605,0.05576183527670531,0.00045774001654974583,-0.49809414833775123,0.5204688686496566,0.33589723527264315,27,18,0.9425733938860902
b6bank,count_mod3_i15,count_mod3,46,16,16,False,0.6012288215868455,0.05576183527670531,0.003474367518975674,-0.49809414833775123,0.6195176799350139,0.33589723527264315,27,18,0.9704788758408205
b6bank,count_mod3_i15,count_mod3,46,27,32,True,0.6496812107298507,0.05576183527670531,0.0033980550515815278,-0.49809414833775123,0.6705582058708587,0.33589723527264315,27,18,0.9688662446328655
b6bank,count_mod3_i16,count_mod3,46,2,2,False,0.04281369827178183,0.1290021689310803,0.0319933586288772,-0.2573194919162607,0.049247043894584674,0.4656345557827486,27,18,0.8693658519570497
b6bank,count_mod3_i16,count_mod3,46,4,4,False,0.08734940546800773,0.1290021689310803,-0.0034330687922037306,-0.2573194919162607,0.15188568792843504,0.4656345557827486,27,18,0.5750996467103913
b6bank,count_mod3_i16,count_mod3,46,8,8,False,0.20691893139400974,0.1290021689310803,-0.02898321380606017,-0.2573194919162607,0.2517856372252454,0.4656345557827486,27,18,0.8218059364875596
b6bank,count_mod3_i16,count_mod3,46,16,16,False,0.39054673150966257,0.1290021689310803,-0.032548998124108275,-0.2573194919162607,0.44069419716786995,0.4656345557827486,27,18,0.8862080191196502
b6bank,count_mod3_i16,count_mod3,46,27,32,True,0.5232348378339433,0.1290021689310803,-0.029870595482014428,-0.2573194919162607,0.5494517670911536,0.4656345557827486,27,18,0.9522852944927176
b6bank,count_mod3_i17,count_mod3,47,2,2,False,0.053514170117573756,0.21983954888709045,0.03883205508780774,-0.062258516150034415,0.14032738551078527,0.46934376009956097,27,19,0.381352292161538
b6bank,count_mod3_i17,count_mod3,47,4,4,False,0.11326703665192961,0.21983954888709045,0.04841992524322414,-0.062258516150034415,0.21636397799241835,0.46934376009956097,27,19,0.5235022839887822
b6bank,count_mod3_i17,count_mod3,47,8,8,False,0.3389239815836924,0.21983954888709045,0.0699767745192631,-0.062258516150034415,0.3634353247637886,0.46934376009956097,27,19,0.9325565196612985
b6bank,count_mod3_i17,count_mod3,47,16,16,False,0.5077735061079054,0.21983954888709045,0.08415744990878249,-0.062258516150034415,0.5366373034230336,0.46934376009956097,27,19,0.9462135838656472
b6bank,count_mod3_i17,count_mod3,47,27,32,True,0.5679436082515776,0.21983954888709045,0.09302957839007975,-0.062258516150034415,0.5890969657910279,0.46934376009956097,27,19,0.9640918918822712
b6bank,count_mod3_i18,count_mod3,46,2,2,False,0.04190675144304301,0.05338301696833547,-0.017967648825073734,-0.5091601178491794,0.14623384549882545,0.3281721646656096,27,18,0.28657354458602136
b6bank,count_mod3_i18,count_mod3,46,4,4,False,0.20162550978967153,0.05338301696833547,-0.038614679445672984,-0.5091601178491794,0.23723764477922005,0.3281721646656096,27,18,0.8498883470931008
b6bank,count_mod3_i18,count_mod3,46,8,8,False,0.290650088141274,0.05338301696833547,-0.03262039567076225,-0.5091601178491794,0.39673362446440075,0.3281721646656096,27,18,0.7326076496129063
b6bank,count_mod3_i18,count_mod3,46,16,16,False,0.5946839889393474,0.05338301696833547,-0.009813158464937466,-0.5091601178491794,0.6138499670446242,0.3281721646656096,27,18,0.9687774226044984
b6bank,count_mod3_i18,count_mod3,46,27,32,True,0.6255274428824781,0.05338301696833547,-0.011719510907394426,-0.5091601178491794,0.6507244598452111,0.3281721646656096,27,18,0.961278515688919
b6bank,count_mod3_i19,count_mod3,49,2,2,False,0.012833954166030503,0.1498566359176945,0.010751045017140748,-0.1971451860223421,0.019291245438313398,0.5076692403882973,28,20,
b6bank,count_mod3_i19,count_mod3,49,4,4,False,0.040374305267887656,0.1498566359176945,0.0004216434035768657,-0.1971451860223421,0.0769549098433926,0.5076692403882973,28,20,0.5246488541153717
b6bank,count_mod3_i19,count_mod3,49,8,8,False,0.11030331761169931,0.1498566359176945,-0.03280573538470111,-0.1971451860223421,0.21215541693899553,0.5076692403882973,28,20,0.5199175170880346
b6bank,count_mod3_i19,count_mod3,49,16,16,False,0.3683351943814549,0.1498566359176945,-0.06337627258521361,-0.1971451860223421,0.39364552452329904,0.5076692403882973,28,20,0.9357027361799815
b6bank,count_mod3_i19,count_mod3,49,28,32,True,0.44928857539270894,0.1498566359176945,-0.06920839488928188,-0.1971451860223421,0.47484399956916457,0.5076692403882973,28,20,0.9461814317973006
b6bank,count_mod3_i20,count_mod3,49,2,2,False,0.04916789691687096,0.3001513408975942,0.03812475465766385,0.10587233494625425,0.07801074418705356,0.4781894993047335,28,20,0.6302708355015375
b6bank,count_mod3_i20,count_mod3,49,4,4,False,0.09156519838796018,0.3001513408975942,0.04282191338701935,0.10587233494625425,0.12916814415747346,0.4781894993047335,28,20,0.7088837498224779
b6bank,count_mod3_i20,count_mod3,49,8,8,False,0.1746672878526544,0.3001513408975942,0.03341176927077105,0.10587233494625425,0.20858854386081882,0.4781894993047335,28,20,0.8373771858209123
b6bank,count_mod3_i20,count_mod3,49,16,16,False,0.2785830239338696,0.3001513408975942,0.0431293551223515,0.10587233494625425,0.30980732113599707,0.4781894993047335,28,20,0.899213817518467
b6bank,count_mod3_i20,count_mod3,49,28,32,True,0.34547718983209175,0.3001513408975942,0.029425856253764926,0.10587233494625425,0.3791778622091615,0.4781894993047335,28,20,0.9111217301012161
b6bank,count_mod3_i21,count_mod3,47,2,2,False,0.00846715484585192,0.17453824670703677,0.007387619687826752,-0.15533986413318024,0.09069842539632622,0.4841721213728121,27,19,0.09335503685816894
b6bank,count_mod3_i21,count_mod3,47,4,4,False,0.09813152848402851,0.17453824670703677,0.022077672383002622,-0.15533986413318024,0.15910547389509833,0.4841721213728121,27,19,0.6167702850294688
b6bank,count_mod3_i21,count_mod3,47,8,8,False,0.3532085024332964,0.17453824670703677,0.03734910963045368,-0.15533986413318024,0.37927199698041714,0.4841721213728121,27,19,0.9312802032456236
b6bank,count_mod3_i21,count_mod3,47,16,16,False,0.4732294423442255,0.17453824670703677,0.04300927584671965,-0.15533986413318024,0.5036274696060368,0.4841721213728121,27,19,0.9396418402562708
b6bank,count_mod3_i21,count_mod3,47,27,32,True,0.5310324550711021,0.17453824670703677,0.04140426817384524,-0.15533986413318024,0.5537632645930822,0.4841721213728121,27,19,0.9589521173119289
b6bank,count_mod3_i22,count_mod3,47,2,2,False,0.009450333468228989,0.12845023398366928,-0.020025829479574542,-0.2825365622089324,0.09661699529271317,0.37416584206709697,27,19,0.0978123304248702
b6bank,count_mod3_i22,count_mod3,47,4,4,False,0.14831464901336733,0.12845023398366928,-0.03875625349524214,-0.2825365622089324,0.1911753875426042,0.37416584206709697,27,19,0.7758040975871687
b6bank,count_mod3_i22,count_mod3,47,8,8,False,0.19379979082888987,0.12845023398366928,-0.02624271548236079,-0.2825365622089324,0.23241824780885278,0.37416584206709697,27,19,0.8338406844383243
b6bank,count_mod3_i22,count_mod3,47,16,16,False,0.4037792983441272,0.12845023398366928,-0.006456284282346347,-0.2825365622089324,0.44239925969847194,0.37416584206709697,27,19,0.912703377079186
b6bank,count_mod3_i22,count_mod3,47,27,32,True,0.49871736657591625,0.12845023398366928,0.0017266450034917336,-0.2825365622089324,0.5315547811581277,0.37416584206709697,27,19,0.9382238374177224
b6bank,count_mod3_i23,count_mod3,46,2,2,False,-0.00030980606567165836,0.22550013983078776,0.002984019042371111,-0.049755293008105106,0.030740213791151216,0.4906501015857471,27,18,-0.010078201400174978
b6bank,count_mod3_i23,count_mod3,46,4,4,False,0.05487845805923697,0.22550013983078776,0.0028227864602659025,-0.049755293008105106,0.07858187401824368,0.4906501015857471,27,18,0.6983602611270928
b6bank,count_mod3_i23,count_mod3,46,8,8,False,0.12608017396290605,0.22550013983078776,0.011846027438138673,-0.049755293008105106,0.15321714087778426,0.4906501015857471,27,18,0.8228855677673532
b6bank,count_mod3_i23,count_mod3,46,16,16,False,0.22157939067411947,0.22550013983078776,0.008869849243039019,-0.049755293008105106,0.25102855848842587,0.4906501015857471,27,18,0.8826859860422447
b6bank,count_mod3_i23,count_mod3,46,27,32,True,0.3163307330867975,0.22550013983078776,0.015774772448058694,-0.049755293008105106,0.35163023116262104,0.4906501015857471,27,18,0.8996118793338382
b6bank,count_mod3_i24,count_mod3,48,2,2,False,0.05376402959929083,0.28286689879301996,0.04980302371521772,0.06394902944510716,0.0678771684129722,0.543375634021827,28,19,0.7920782621953899
b6bank,count_mod3_i24,count_mod3,48,4,4,False,0.07983823377026544,0.28286689879301996,0.05081254045675232,0.06394902944510716,0.09618930868665165,0.543375634021827,28,19,0.8300115143809608
b6bank,count_mod3_i24,count_mod3,48,8,8,False,0.13906418975739998,0.28286689879301996,0.059280719613078015,0.06394902944510716,0.16343622941347413,0.543375634021827,28,19,0.8508773743524405
b6bank,count_mod3_i24,count_mod3,48,16,16,False,0.21045674350600851,0.28286689879301996,0.06661133618386972,0.06394902944510716,0.2603923882426431,0.543375634021827,28,19,0.80822924558723
b6bank,count_mod3_i24,count_mod3,48,28,32,True,0.36401373850260565,0.28286689879301996,0.06757575863108678,0.06394902944510716,0.3976316718236571,0.543375634021827,28,19,0.9154545884967623
b6bank,count_mod3_i25,count_mod3,46,2,2,False,0.2449804458658842,0.07991966216810142,0.005447693829414124,-0.42912446000403115,0.28473961573524376,0.32487199844638825,27,18,0.8603665676562253
b6bank,count_mod3_i25,count_mod3,46,4,4,False,0.3088661989206345,0.07991966216810142,0.0037653847846816912,-0.42912446000403115,0.36883640406583607,0.32487199844638825,27,18,0.8374070333510325
b6bank,count_mod3_i25,count_mod3,46,8,8,False,0.5515425476373594,0.07991966216810142,0.008795620475956278,-0.42912446000403115,0.5724141768709878,0.32487199844638825,27,18,0.963537539640056
b6bank,count_mod3_i25,count_mod3,46,16,16,False,0.6407019728643166,0.07991966216810142,0.019691143267404954,-0.42912446000403115,0.6577878696586876,0.32487199844638825,27,18,0.9740252175777633
b6bank,count_mod3_i25,count_mod3,46,27,32,True,0.6827676952681208,0.07991966216810142,0.02034173906747483,-0.42912446000403115,0.7020946473324221,0.32487199844638825,27,18,0.9724724406634728
b6bank,count_mod3_i26,count_mod3,47,2,2,False,0.006309208158626567,0.0648846966692137,-0.030163070559192207,-0.4266645871322996,0.1154533487811793,0.41817313310070076,27,19,0.05464725125110504
b6bank,count_mod3_i26,count_mod3,47,4,4,False,0.1245395502669967,0.0648846966692137,-0.044026804018925114,-0.4266645871322996,0.19386420119794334,0.41817313310070076,27,19,0.6424061249959021
b6bank,count_mod3_i26,count_mod3,47,8,8,False,0.18798493778867897,0.0648846966692137,-0.05056753458039509,-0.4266645871322996,0.2845313952655536,0.41817313310070076,27,19,0.6606825851791587
b6bank,count_mod3_i26,count_mod3,47,16,16,False,0.49716320454144514,0.0648846966692137,-0.048948632796892655,-0.4266645871322996,0.5240792821693774,0.41817313310070076,27,19,0.9486412103212406
b6bank,count_mod3_i26,count_mod3,47,27,32,True,0.5403347580443449,0.0648846966692137,-0.05024720890256695,-0.4266645871322996,0.5686128412255462,0.41817313310070076,27,19,0.9502683000963313
b6bank,count_mod3_i27,count_mod3,46,2,2,False,0.026793329218831596,0.09483661216859618,-0.026146852448693858,-0.3719547466680624,0.1561433106338127,0.3754522440308709,27,18,0.1715944737566588
b6bank,count_mod3_i27,count_mod3,46,4,4,False,0.24618893672339048,0.09483661216859618,-0.05306443153302265,-0.3719547466680624,0.3041733826489197,0.3754522440308709,27,18,0.8093704142664728
b6bank,count_mod3_i27,count_mod3,46,8,8,False,0.3689574885386795,0.09483661216859618,-0.053233802277552256,-0.3719547466680624,0.4051028985970032,0.3754522440308709,27,18,0.9107747434454148
b6bank,count_mod3_i27,count_mod3,46,16,16,False,0.4920231342356972,0.09483661216859618,-0.045380207717115706,-0.3719547466680624,0.5222445794468389,0.3754522440308709,27,18,0.9421316249119288
b6bank,count_mod3_i27,count_mod3,46,27,32,True,0.5247584292887318,0.09483661216859618,-0.04533356756252083,-0.3719547466680624,0.5632978452128168,0.3754522440308709,27,18,0.931582525565095
b6bank,count_mod3_i28,count_mod3,46,2,2,False,0.40690446763827903,0.012967736459814971,-0.07432765382649453,-0.6853208036019931,0.4190345201742848,0.26591221307775076,27,18,0.971052378856614
b6bank,count_mod3_i28,count_mod3,46,4,4,False,0.4278671456054566,0.012967736459814971,-0.07378222578269744,-0.6853208036019931,0.4561729732233397,0.26591221307775076,27,18,0.9379493541279467
b6bank,count_mod3_i28,count_mod3,46,8,8,False,0.5620509414366736,0.012967736459814971,-0.06361724054987072,-0.6853208036019931,0.580835812236267,0.26591221307775076,27,18,0.9676588970516985
b6bank,count_mod3_i28,count_mod3,46,16,16,False,0.6803134550610589,0.012967736459814971,-0.049537195716249816,-0.6853208036019931,0.6937707272785236,0.26591221307775076,27,18,0.9806027096729002
b6bank,count_mod3_i28,count_mod3,46,27,32,True,0.7071538280270041,0.012967736459814971,-0.04913094009764296,-0.6853208036019931,0.7247407796118388,0.26591221307775076,27,18,0.9757334593559728
b6bank,count_mod3_i29,count_mod3,47,2,2,False,0.03651338347955335,0.1343617756965204,0.017775962986995353,-0.25031160492827276,0.23432306841784345,0.4532431562648227,27,19,0.155824963056744
b6bank,count_mod3_i29,count_mod3,47,4,4,False,0.4302861210889537,0.1343617756965204,0.027917855303926986,-0.25031160492827276,0.44036683305989044,0.4532431562648227,27,19,0.9771083759853327
b6bank,count_mod3_i29,count_mod3,47,8,8,False,0.47256166182037285,0.1343617756965204,0.03745481576850063,-0.25031160492827276,0.4920120670179394,0.4532431562648227,27,19,0.9604676256916735
b6bank,count_mod3_i29,count_mod3,47,16,16,False,0.622242493084864,0.1343617756965204,0.040177823442488325,-0.25031160492827276,0.6396906765890891,0.4532431562648227,27,19,0.97272403031218
b6bank,count_mod3_i29,count_mod3,47,27,32,True,0.6640762110401495,0.1343617756965204,0.03888141046286275,-0.25031160492827276,0.6840175716535655,0.4532431562648227,27,19,0.9708467129503572
b6bank,count_mod3_i30,count_mod3,46,2,2,False,0.005468811867239354,0.12901033954896002,-0.0009169453922583948,-0.26790611728646185,0.05435691476180915,0.43661622453072485,27,18,0.10060931329902684
b6bank,count_mod3_i30,count_mod3,46,4,4,False,0.07786739070103676,0.12901033954896002,0.0033471611352173802,-0.26790611728646185,0.10168952484326133,0.43661622453072485,27,18,0.7657365969706055
b6bank,count_mod3_i30,count_mod3,46,8,8,False,0.11076659479441575,0.12901033954896002,-0.007346751258631601,-0.26790611728646185,0.15993871859280973,0.43661622453072485,27,18,0.6925564726851289
b6bank,count_mod3_i30,count_mod3,46,16,16,False,0.36496306908402554,0.12901033954896002,0.002692242596449068,-0.26790611728646185,0.4005406964988062,0.43661622453072485,27,18,0.9111759985295609
b6bank,count_mod3_i30,count_mod3,46,27,32,True,0.45186601685882266,0.12901033954896002,0.00898591164213336,-0.26790611728646185,0.48250023337168235,0.43661622453072485,27,18,0.9365094265368751
b6bank,count_mod3_i31,count_mod3,47,2,2,False,0.08645141319975702,0.03127821450305768,-0.03641873598372358,-0.5937645878975515,0.195378803660891,0.3030105887228829,27,19,0.44248102445036114
b6bank,count_mod3_i31,count_mod3,47,4,4,False,0.2751893901217739,0.03127821450305768,-0.060851461083579306,-0.5937645878975515,0.3164363838185311,0.3030105887228829,27,19,0.8696515451256976
b6bank,count_mod3_i31,count_mod3,47,8,8,False,0.4125889110587577,0.03127821450305768,-0.05415369827099381,-0.5937645878975515,0.44788462287594977,0.3030105887228829,27,19,0.9211946335854271
b6bank,count_mod3_i31,count_mod3,47,16,16,False,0.5682497892830606,0.03127821450305768,-0.040505092274267795,-0.5937645878975515,0.5977485067501511,0.3030105887228829,27,19,0.9506502866440107
b6bank,count_mod3_i31,count_mod3,47,27,32,True,0.6188488935322976,0.03127821450305768,-0.037162810208618335,-0.5937645878975515,0.6513869630391725,0.3030105887228829,27,19,0.9500480185310092
b6bank,sub1_i00,sub1,50,2,2,False,0.07014538441116613,0.6314466458768446,0.06244220325158634,0.6532266173346348,0.07831771585224401,0.5989229131977563,29,20,0.8956515604145557
